log_id,actor_id,actor_role,action,table_name,record_id,ip_address,session_id,log_time
1558,72,FUND_MANAGER,PROFILE_UPDATED,compliance_alerts,3086,192.168.71.206,SID907308,2023-12-10 16:43:26
1559,176,FUND_MANAGER,PASSWORD_CHANGED,compliance_checks,3350,192.168.236.149,SID645377,2024-12-05 09:12:43
1560,75,COMPLIANCE_OFFICER,UPDATE_INVESTMENT,compliance_checks,3000,192.168.254.96,SID357565,2023-06-27 03:46:46
1561,146,ANALYST,PASSWORD_CHANGED,compliance_checks,2398,192.168.130.156,SID175550,2024-02-06 15:45:17
1562,141,ANALYST,LOGIN,funds,3096,192.168.130.238,SID619103,2023-09-16 03:24:52
1563,71,ANALYST,UPDATE_INVESTMENT,sip_schedules,836,192.168.218.161,SID613340,2024-04-10 17:37:52
1564,100,FUND_MANAGER,LOGOUT,investments,2968,192.168.62.93,SID897048,2024-09-01 03:30:27
1565,18,FUND_MANAGER,LOGOUT,sip_schedules,2088,192.168.49.237,SID879116,2025-03-31 01:02:54
1566,170,SUPER_ADMIN,LOGIN,funds,5532,192.168.141.73,SID550680,2024-12-04 13:13:02
1567,155,FUND_MANAGER,PASSWORD_CHANGED,compliance_checks,3873,192.168.77.6,SID680607,2023-09-04 07:14:39
1568,44,ANALYST,UPDATE_INVESTMENT,users,2628,192.168.46.147,SID876424,2024-08-21 10:48:14
1569,32,SUPER_ADMIN,UPDATE_INVESTMENT,compliance_alerts,3621,192.168.123.118,SID739219,2024-09-20 08:51:31
1570,72,SUPER_ADMIN,LOGIN,transactions,5055,192.168.222.149,SID728848,2023-06-19 05:58:14
1571,60,SUPER_ADMIN,LOGOUT,compliance_alerts,7277,192.168.226.39,SID875070,2025-05-19 12:28:13
1572,6,FUND_MANAGER,UPDATE_INVESTMENT,notifications,7155,192.168.175.83,SID121722,2024-01-29 19:48:24
1573,114,COMPLIANCE_OFFICER,KYC_APPROVED,investments,1268,192.168.193.44,SID926351,2024-05-26 16:39:24
1574,91,ANALYST,DELETE_INVESTMENT,transactions,4763,192.168.118.98,SID729602,2024-02-18 06:13:20
1575,145,COMPLIANCE_OFFICER,LOGOUT,notifications,359,192.168.199.147,SID461951,2025-06-17 15:01:43
1576,112,ANALYST,KYC_REJECTED,funds,7166,192.168.130.90,SID339659,2024-01-04 12:01:31
1577,123,COMPLIANCE_OFFICER,CREATE_INVESTMENT,transactions,9593,192.168.100.217,SID138056,2023-10-03 11:58:16
1578,59,SUPER_ADMIN,CREATE_INVESTMENT,funds,9058,192.168.25.65,SID183105,2024-01-26 11:03:48
1579,76,COMPLIANCE_OFFICER,KYC_REJECTED,sip_schedules,3048,192.168.117.105,SID426734,2024-06-21 08:28:09
1580,24,SUPER_ADMIN,PROFILE_UPDATED,investments,4723,192.168.240.242,SID543824,2023-06-20 16:04:14
1581,51,SUPER_ADMIN,LOGOUT,funds,4409,192.168.91.137,SID230167,2023-06-21 07:01:51
1582,95,COMPLIANCE_OFFICER,CREATE_INVESTMENT,investments,4025,192.168.4.84,SID996959,2025-03-08 14:35:48
1583,6,SUPER_ADMIN,KYC_REJECTED,investments,2737,192.168.24.121,SID263482,2023-06-25 08:32:52
1584,156,FUND_MANAGER,PROFILE_UPDATED,sip_schedules,7577,192.168.125.117,SID283652,2025-05-16 04:15:55
1585,42,SUPER_ADMIN,LOGOUT,compliance_alerts,2227,192.168.0.74,SID583155,2024-12-28 03:45:15
1586,102,ANALYST,PASSWORD_CHANGED,notifications,8515,192.168.181.202,SID734930,2024-06-25 15:43:48
1587,104,FUND_MANAGER,PASSWORD_CHANGED,compliance_alerts,2735,192.168.255.33,SID943934,2024-08-14 22:53:47
1588,95,FUND_MANAGER,LOGOUT,compliance_alerts,6269,192.168.192.77,SID491772,2023-02-07 06:04:38
1589,193,SUPER_ADMIN,UPDATE_INVESTMENT,compliance_alerts,2412,192.168.230.222,SID719110,2023-01-25 10:31:12
1590,78,ANALYST,UPDATE_INVESTMENT,investments,269,192.168.116.232,SID560352,2025-03-20 23:08:41
1591,183,ANALYST,KYC_APPROVED,transactions,7591,192.168.66.107,SID153840,2023-09-16 15:25:29
1592,26,FUND_MANAGER,KYC_APPROVED,users,5744,192.168.238.233,SID505334,2023-09-09 04:57:40
1593,76,FUND_MANAGER,PASSWORD_CHANGED,notifications,664,192.168.245.18,SID469604,2024-10-31 13:04:38
1594,130,COMPLIANCE_OFFICER,LOGIN,funds,2392,192.168.138.16,SID125882,2023-12-06 06:19:59
1595,96,SUPER_ADMIN,TRANSACTION_CREATED,compliance_alerts,5473,192.168.235.89,SID751975,2024-06-05 06:40:33
1596,133,SUPER_ADMIN,TRANSACTION_CREATED,notifications,7101,192.168.18.171,SID917163,2023-12-01 09:23:03
1597,130,SUPER_ADMIN,CREATE_INVESTMENT,compliance_alerts,5410,192.168.225.188,SID857641,2024-07-15 23:47:36
1598,196,COMPLIANCE_OFFICER,LOGOUT,compliance_alerts,4519,192.168.201.57,SID143926,2024-10-12 08:09:09
1599,50,ANALYST,PROFILE_UPDATED,transactions,6842,192.168.77.110,SID673629,2023-02-15 09:00:08
1600,1,SUPER_ADMIN,CREATE_INVESTMENT,users,4351,192.168.247.202,SID169299,2024-08-04 08:58:13
1601,173,ANALYST,LOGOUT,funds,7531,192.168.175.158,SID863281,2023-08-13 14:58:10
1602,143,FUND_MANAGER,KYC_APPROVED,investments,9663,192.168.142.207,SID722697,2024-01-17 15:16:36
1603,6,ANALYST,TRANSACTION_CREATED,sip_schedules,5377,192.168.153.128,SID859459,2025-03-07 07:14:52
1604,66,SUPER_ADMIN,CREATE_INVESTMENT,transactions,3588,192.168.127.119,SID260702,2024-02-19 01:37:19
1605,93,ANALYST,KYC_REJECTED,compliance_alerts,9283,192.168.169.77,SID185070,2023-04-11 22:34:32
1606,170,SUPER_ADMIN,KYC_APPROVED,users,7138,192.168.207.209,SID553160,2023-09-06 05:39:30
1607,86,FUND_MANAGER,LOGOUT,sip_schedules,3862,192.168.249.226,SID615753,2023-06-07 13:30:01
1608,111,COMPLIANCE_OFFICER,DELETE_INVESTMENT,transactions,2702,192.168.172.41,SID727029,2024-02-10 18:13:25
1609,22,SUPER_ADMIN,LOGOUT,funds,140,192.168.76.139,SID549359,2023-12-01 18:24:54
1610,179,COMPLIANCE_OFFICER,LOGIN,users,7721,192.168.90.9,SID239967,2024-05-19 02:59:50
1611,180,FUND_MANAGER,PROFILE_UPDATED,funds,663,192.168.84.229,SID424814,2023-10-26 11:43:43
1612,22,SUPER_ADMIN,PROFILE_UPDATED,users,3150,192.168.87.230,SID509850,2023-12-05 03:02:37
1613,152,FUND_MANAGER,PROFILE_UPDATED,funds,4661,192.168.70.17,SID584795,2025-04-23 15:06:17
1614,199,SUPER_ADMIN,TRANSACTION_CREATED,transactions,4649,192.168.16.101,SID993550,2024-09-12 08:10:41
1615,122,ANALYST,KYC_APPROVED,sip_schedules,4812,192.168.205.108,SID946165,2023-12-13 21:10:44
1616,54,COMPLIANCE_OFFICER,TRANSACTION_CREATED,investments,2544,192.168.18.21,SID161601,2023-08-29 09:42:20
1617,115,COMPLIANCE_OFFICER,CREATE_INVESTMENT,funds,4629,192.168.170.177,SID435492,2024-08-24 03:09:06
1618,112,ANALYST,LOGOUT,sip_schedules,3437,192.168.242.168,SID135479,2024-08-16 07:45:30
1619,89,SUPER_ADMIN,LOGIN,users,4132,192.168.199.48,SID951987,2024-01-08 05:25:12
1620,182,FUND_MANAGER,TRANSACTION_CREATED,investments,5357,192.168.216.169,SID430079,2024-05-24 14:42:25
1621,48,SUPER_ADMIN,CREATE_INVESTMENT,sip_schedules,6813,192.168.47.125,SID450807,2025-02-08 18:55:44
1622,62,ANALYST,DELETE_INVESTMENT,transactions,2958,192.168.213.10,SID908305,2023-06-01 01:56:08
1623,88,FUND_MANAGER,KYC_APPROVED,users,1714,192.168.247.198,SID964366,2023-01-10 20:23:45
1624,86,FUND_MANAGER,PASSWORD_CHANGED,compliance_alerts,8663,192.168.100.112,SID907101,2024-05-28 06:13:09
1625,152,FUND_MANAGER,PASSWORD_CHANGED,notifications,730,192.168.145.86,SID118785,2025-01-18 01:29:46
1626,17,ANALYST,KYC_REJECTED,notifications,9974,192.168.118.237,SID430489,2024-02-22 18:40:50
1627,68,FUND_MANAGER,LOGIN,transactions,9496,192.168.130.102,SID378256,2025-05-04 18:14:28
1628,57,ANALYST,UPDATE_INVESTMENT,compliance_alerts,37,192.168.220.13,SID179802,2023-01-05 16:14:02
1629,140,ANALYST,LOGIN,sip_schedules,9835,192.168.26.128,SID708358,2025-04-01 08:34:52
1630,74,SUPER_ADMIN,UPDATE_INVESTMENT,compliance_alerts,9188,192.168.168.46,SID671540,2023-08-07 17:42:35
1631,110,SUPER_ADMIN,KYC_APPROVED,transactions,7863,192.168.10.26,SID236186,2024-11-02 06:00:43
1632,169,FUND_MANAGER,DELETE_INVESTMENT,compliance_alerts,2652,192.168.218.53,SID864581,2025-02-06 23:16:10
1633,74,FUND_MANAGER,PASSWORD_CHANGED,funds,1249,192.168.79.224,SID227339,2023-06-17 11:06:48
1634,200,FUND_MANAGER,CREATE_INVESTMENT,funds,7394,192.168.172.32,SID624773,2025-05-23 00:15:04
1635,32,ANALYST,PROFILE_UPDATED,sip_schedules,1365,192.168.182.202,SID196500,2025-02-23 17:29:32
1636,49,FUND_MANAGER,LOGIN,funds,1040,192.168.83.38,SID458719,2023-12-28 05:24:51
1637,137,COMPLIANCE_OFFICER,TRANSACTION_CREATED,compliance_checks,489,192.168.174.219,SID508187,2023-06-14 16:52:44
1638,132,ANALYST,UPDATE_INVESTMENT,investments,3116,192.168.247.199,SID714837,2025-03-22 13:06:51
1639,59,ANALYST,PASSWORD_CHANGED,notifications,6346,192.168.164.165,SID486789,2025-02-04 22:04:47
1640,49,SUPER_ADMIN,PROFILE_UPDATED,compliance_checks,281,192.168.190.167,SID455179,2023-07-23 01:02:28
1641,81,ANALYST,LOGOUT,investments,1573,192.168.59.152,SID242365,2024-03-01 23:53:00
1642,186,FUND_MANAGER,LOGOUT,users,5195,192.168.125.80,SID663170,2024-04-29 15:35:35
1643,28,SUPER_ADMIN,DELETE_INVESTMENT,investments,4232,192.168.194.40,SID394301,2025-04-21 13:18:02
1644,94,SUPER_ADMIN,TRANSACTION_CREATED,sip_schedules,4913,192.168.208.6,SID127417,2023-12-15 13:04:33
1645,24,COMPLIANCE_OFFICER,PASSWORD_CHANGED,funds,5940,192.168.58.25,SID377033,2023-10-19 10:11:45
1646,32,COMPLIANCE_OFFICER,PROFILE_UPDATED,transactions,9540,192.168.40.60,SID151462,2025-02-25 10:20:56
1647,141,SUPER_ADMIN,PASSWORD_CHANGED,sip_schedules,9050,192.168.152.26,SID523257,2023-10-11 09:53:48
1648,108,SUPER_ADMIN,KYC_APPROVED,sip_schedules,853,192.168.70.18,SID198896,2025-02-09 01:19:58
1649,123,SUPER_ADMIN,TRANSACTION_CREATED,compliance_checks,6652,192.168.54.68,SID266521,2024-08-25 00:06:57
1650,64,SUPER_ADMIN,KYC_APPROVED,investments,3034,192.168.53.162,SID951703,2024-08-28 17:57:50
1651,182,COMPLIANCE_OFFICER,CREATE_INVESTMENT,transactions,6684,192.168.2.175,SID648379,2023-01-18 15:13:46
1652,187,COMPLIANCE_OFFICER,TRANSACTION_CREATED,transactions,973,192.168.220.55,SID743047,2025-06-15 08:36:50
1653,136,FUND_MANAGER,KYC_APPROVED,investments,6628,192.168.210.234,SID706424,2024-11-13 12:12:52
1654,32,ANALYST,DELETE_INVESTMENT,notifications,24,192.168.58.104,SID719433,2023-10-22 08:15:39
1655,33,COMPLIANCE_OFFICER,PROFILE_UPDATED,funds,4077,192.168.67.183,SID142159,2023-07-15 23:16:44
1656,188,SUPER_ADMIN,KYC_REJECTED,investments,3574,192.168.141.246,SID218083,2023-08-25 07:47:02
1657,184,SUPER_ADMIN,LOGIN,compliance_alerts,1753,192.168.174.53,SID568791,2024-08-11 00:41:13
1658,32,FUND_MANAGER,KYC_APPROVED,compliance_alerts,6206,192.168.140.114,SID795331,2023-05-28 04:46:41
1659,100,FUND_MANAGER,UPDATE_INVESTMENT,transactions,8027,192.168.250.243,SID387202,2023-07-26 20:09:13
1660,111,ANALYST,CREATE_INVESTMENT,users,977,192.168.234.135,SID403114,2024-03-23 01:16:00
1661,74,COMPLIANCE_OFFICER,DELETE_INVESTMENT,sip_schedules,2901,192.168.218.197,SID114436,2023-07-28 13:07:56
1662,117,FUND_MANAGER,DELETE_INVESTMENT,transactions,7363,192.168.102.177,SID389003,2024-04-29 16:04:37
1663,42,ANALYST,UPDATE_INVESTMENT,notifications,2188,192.168.8.200,SID345808,2025-05-09 15:24:17
1664,142,COMPLIANCE_OFFICER,LOGOUT,sip_schedules,6076,192.168.130.177,SID203635,2024-10-22 15:24:14
1665,80,ANALYST,LOGIN,funds,9293,192.168.54.62,SID396551,2023-10-06 21:33:51
1666,143,COMPLIANCE_OFFICER,TRANSACTION_CREATED,users,2443,192.168.10.84,SID905823,2023-09-16 07:48:42
1667,88,SUPER_ADMIN,TRANSACTION_CREATED,transactions,3070,192.168.55.188,SID421218,2024-12-07 17:26:36
1668,70,COMPLIANCE_OFFICER,KYC_REJECTED,compliance_checks,1575,192.168.194.121,SID754960,2025-01-08 13:16:44
1669,87,FUND_MANAGER,TRANSACTION_CREATED,transactions,8725,192.168.170.127,SID338632,2023-07-20 07:20:02
1670,20,SUPER_ADMIN,PROFILE_UPDATED,investments,3790,192.168.210.222,SID146008,2024-03-17 17:01:44
1671,190,SUPER_ADMIN,LOGOUT,notifications,2224,192.168.113.189,SID324954,2023-07-29 14:26:34
1672,66,SUPER_ADMIN,PROFILE_UPDATED,compliance_alerts,1971,192.168.143.165,SID717219,2023-08-12 11:06:02
1673,61,SUPER_ADMIN,LOGOUT,sip_schedules,9803,192.168.123.12,SID599135,2024-04-05 06:05:21
1674,169,SUPER_ADMIN,TRANSACTION_CREATED,transactions,6748,192.168.169.26,SID193019,2024-12-06 08:34:10
1675,148,FUND_MANAGER,LOGIN,compliance_alerts,5718,192.168.182.193,SID574329,2024-05-30 18:14:59
1676,190,SUPER_ADMIN,PROFILE_UPDATED,users,4510,192.168.98.45,SID962258,2024-07-23 22:10:01
1677,188,COMPLIANCE_OFFICER,UPDATE_INVESTMENT,transactions,3239,192.168.67.76,SID583241,2023-06-10 07:47:02
1678,159,COMPLIANCE_OFFICER,LOGIN,funds,3346,192.168.187.161,SID893341,2023-03-04 21:28:14
1679,111,COMPLIANCE_OFFICER,LOGOUT,investments,7762,192.168.193.2,SID279699,2025-02-18 09:53:43
1680,176,ANALYST,LOGOUT,funds,2582,192.168.108.19,SID261207,2024-01-19 01:34:11
1681,180,COMPLIANCE_OFFICER,DELETE_INVESTMENT,compliance_checks,7423,192.168.80.213,SID723136,2024-03-01 03:27:14
1682,115,ANALYST,CREATE_INVESTMENT,notifications,4575,192.168.161.67,SID735732,2024-06-29 21:36:13
1683,6,COMPLIANCE_OFFICER,KYC_REJECTED,sip_schedules,6153,192.168.238.238,SID195446,2023-08-08 23:51:49
1684,178,COMPLIANCE_OFFICER,LOGIN,transactions,8742,192.168.57.144,SID602605,2025-06-14 18:07:50
1685,189,COMPLIANCE_OFFICER,LOGIN,investments,8832,192.168.118.205,SID232568,2024-02-09 20:37:45
1686,156,SUPER_ADMIN,UPDATE_INVESTMENT,funds,5557,192.168.47.67,SID373825,2023-09-04 01:32:54
1687,46,SUPER_ADMIN,KYC_REJECTED,notifications,3364,192.168.71.206,SID928404,2023-12-07 17:08:52
1688,133,COMPLIANCE_OFFICER,PROFILE_UPDATED,notifications,1171,192.168.216.185,SID764644,2023-08-14 22:40:05
1689,83,ANALYST,CREATE_INVESTMENT,sip_schedules,5533,192.168.15.9,SID902663,2024-07-13 02:47:48
1690,177,SUPER_ADMIN,LOGIN,funds,5284,192.168.84.194,SID878251,2023-01-12 00:49:42
1691,22,COMPLIANCE_OFFICER,TRANSACTION_CREATED,funds,7193,192.168.190.15,SID925717,2025-04-07 20:37:05
1692,185,COMPLIANCE_OFFICER,KYC_APPROVED,compliance_checks,6211,192.168.58.204,SID628503,2024-10-07 23:38:01
1693,67,COMPLIANCE_OFFICER,LOGOUT,investments,9837,192.168.244.74,SID614996,2024-10-23 09:48:18
1694,196,FUND_MANAGER,PASSWORD_CHANGED,users,5147,192.168.194.121,SID142344,2024-06-18 02:09:11
1695,12,SUPER_ADMIN,LOGIN,sip_schedules,4025,192.168.193.89,SID767594,2024-06-03 13:29:01
1696,133,FUND_MANAGER,PASSWORD_CHANGED,investments,6639,192.168.193.145,SID228914,2023-12-16 02:23:46
1697,69,COMPLIANCE_OFFICER,KYC_APPROVED,compliance_checks,803,192.168.187.80,SID961487,2023-08-30 13:09:51
1698,11,SUPER_ADMIN,TRANSACTION_CREATED,users,6664,192.168.106.62,SID530108,2023-06-24 18:24:46
1699,159,FUND_MANAGER,LOGIN,investments,2061,192.168.33.16,SID380819,2024-09-08 19:35:29
1700,101,FUND_MANAGER,PASSWORD_CHANGED,funds,9107,192.168.2.67,SID755966,2025-04-01 01:59:07
1701,46,ANALYST,TRANSACTION_CREATED,transactions,8449,192.168.99.97,SID853067,2025-01-20 08:54:41
1702,17,ANALYST,DELETE_INVESTMENT,transactions,2538,192.168.33.37,SID830484,2025-02-21 06:33:41
1703,186,COMPLIANCE_OFFICER,PASSWORD_CHANGED,sip_schedules,6679,192.168.152.41,SID121715,2024-02-14 19:43:18
1704,34,FUND_MANAGER,PASSWORD_CHANGED,compliance_alerts,3505,192.168.53.80,SID916101,2023-09-06 13:48:45
1705,11,ANALYST,DELETE_INVESTMENT,compliance_alerts,2567,192.168.181.243,SID886739,2023-09-15 02:29:55
1706,11,COMPLIANCE_OFFICER,KYC_REJECTED,transactions,6047,192.168.174.140,SID816369,2024-01-18 09:55:55
1707,187,SUPER_ADMIN,LOGOUT,notifications,6182,192.168.157.106,SID930570,2023-07-11 09:12:55
1708,136,SUPER_ADMIN,UPDATE_INVESTMENT,funds,6036,192.168.123.143,SID831283,2023-10-14 09:32:36
1709,71,FUND_MANAGER,CREATE_INVESTMENT,notifications,9996,192.168.31.173,SID821690,2024-05-27 16:11:53
1710,164,SUPER_ADMIN,DELETE_INVESTMENT,transactions,3353,192.168.110.54,SID902209,2023-12-15 01:18:43
1711,135,FUND_MANAGER,PROFILE_UPDATED,compliance_checks,2002,192.168.202.187,SID332656,2025-04-23 11:12:53
1712,24,SUPER_ADMIN,PROFILE_UPDATED,notifications,8622,192.168.238.185,SID925620,2025-04-06 04:51:06
1713,51,COMPLIANCE_OFFICER,PROFILE_UPDATED,funds,3244,192.168.252.56,SID241250,2023-05-07 17:03:38
1714,11,ANALYST,LOGIN,funds,1375,192.168.254.195,SID443346,2024-02-19 20:20:14
1715,105,SUPER_ADMIN,LOGIN,investments,3420,192.168.13.208,SID130826,2024-02-03 03:29:32
1716,107,SUPER_ADMIN,PASSWORD_CHANGED,investments,9785,192.168.6.63,SID821836,2024-08-23 03:21:49
1717,180,ANALYST,DELETE_INVESTMENT,sip_schedules,9767,192.168.61.246,SID859984,2024-01-22 10:30:40
1718,175,COMPLIANCE_OFFICER,KYC_REJECTED,compliance_checks,9991,192.168.177.35,SID160759,2024-03-01 00:56:39
1719,32,FUND_MANAGER,LOGOUT,sip_schedules,3701,192.168.118.102,SID655628,2023-03-20 09:38:04
1720,151,COMPLIANCE_OFFICER,KYC_REJECTED,transactions,2796,192.168.80.242,SID326057,2024-05-03 10:53:01
1721,19,COMPLIANCE_OFFICER,TRANSACTION_CREATED,sip_schedules,5492,192.168.172.108,SID180472,2024-09-13 19:32:09
1722,179,FUND_MANAGER,CREATE_INVESTMENT,compliance_alerts,703,192.168.187.162,SID122286,2023-04-05 08:59:02
1723,102,ANALYST,KYC_REJECTED,users,8509,192.168.49.30,SID882597,2025-03-07 10:15:31
1724,5,SUPER_ADMIN,UPDATE_INVESTMENT,users,8524,192.168.104.93,SID509563,2023-05-12 13:49:54
1725,196,SUPER_ADMIN,KYC_REJECTED,investments,7466,192.168.37.83,SID881358,2024-02-12 19:05:52
1726,56,FUND_MANAGER,KYC_APPROVED,compliance_checks,853,192.168.220.131,SID677022,2023-08-06 03:11:49
1727,125,ANALYST,KYC_REJECTED,investments,3455,192.168.135.75,SID886078,2023-07-07 13:36:06
1728,142,SUPER_ADMIN,PASSWORD_CHANGED,notifications,3180,192.168.175.77,SID348958,2023-02-11 03:15:19
1729,189,COMPLIANCE_OFFICER,KYC_REJECTED,users,3473,192.168.119.166,SID492484,2024-05-03 21:58:35
1730,27,FUND_MANAGER,TRANSACTION_CREATED,users,9924,192.168.24.130,SID486130,2024-09-21 23:07:03
1731,75,FUND_MANAGER,PROFILE_UPDATED,investments,259,192.168.231.254,SID367642,2024-08-01 18:45:04
1732,154,ANALYST,PROFILE_UPDATED,compliance_alerts,4857,192.168.233.23,SID647579,2024-08-19 05:25:48
1733,94,ANALYST,PROFILE_UPDATED,transactions,2408,192.168.169.145,SID207944,2023-10-30 04:34:50
1734,80,COMPLIANCE_OFFICER,CREATE_INVESTMENT,transactions,1776,192.168.94.215,SID918240,2023-10-29 00:49:32
1735,37,ANALYST,KYC_REJECTED,users,6682,192.168.11.254,SID685009,2025-04-06 07:18:49
1736,31,ANALYST,KYC_REJECTED,users,7242,192.168.89.192,SID326394,2024-04-29 04:25:40
1737,134,COMPLIANCE_OFFICER,KYC_APPROVED,compliance_checks,3998,192.168.70.169,SID688411,2023-11-13 17:46:14
1738,73,SUPER_ADMIN,KYC_APPROVED,compliance_alerts,1931,192.168.72.231,SID828910,2025-02-14 00:53:52
1739,8,COMPLIANCE_OFFICER,KYC_REJECTED,compliance_checks,8922,192.168.75.112,SID793023,2024-08-02 19:27:21
1740,98,ANALYST,KYC_APPROVED,compliance_alerts,1193,192.168.110.4,SID689083,2023-09-30 02:50:35
1741,176,COMPLIANCE_OFFICER,UPDATE_INVESTMENT,compliance_checks,9364,192.168.172.252,SID886874,2024-05-08 13:06:43
1742,199,FUND_MANAGER,KYC_REJECTED,investments,3943,192.168.159.218,SID633757,2023-05-04 08:53:12
1743,8,COMPLIANCE_OFFICER,TRANSACTION_CREATED,transactions,17,192.168.3.171,SID993604,2023-10-06 20:57:02
1744,100,SUPER_ADMIN,LOGIN,funds,6344,192.168.103.20,SID185159,2024-06-10 13:38:25
1745,86,SUPER_ADMIN,LOGIN,funds,6148,192.168.28.157,SID779776,2024-11-15 06:52:39
1746,156,SUPER_ADMIN,KYC_APPROVED,users,7425,192.168.208.199,SID285796,2023-10-13 02:18:40
1747,150,ANALYST,KYC_REJECTED,investments,825,192.168.188.57,SID768470,2025-06-02 20:33:12
1748,127,ANALYST,TRANSACTION_CREATED,sip_schedules,6402,192.168.83.15,SID849013,2023-10-14 08:01:57
1749,196,ANALYST,CREATE_INVESTMENT,investments,5646,192.168.9.143,SID937463,2024-04-04 04:46:25
1750,186,ANALYST,KYC_REJECTED,users,2638,192.168.34.197,SID915519,2023-04-05 23:55:31
1751,135,FUND_MANAGER,LOGOUT,transactions,3252,192.168.103.117,SID343388,2023-09-27 00:25:59
1752,92,COMPLIANCE_OFFICER,UPDATE_INVESTMENT,compliance_checks,6576,192.168.55.120,SID671144,2023-04-02 04:59:20
1753,43,SUPER_ADMIN,LOGOUT,investments,8,192.168.194.29,SID329502,2023-03-23 14:00:13
1754,132,FUND_MANAGER,CREATE_INVESTMENT,notifications,8123,192.168.176.97,SID227154,2025-02-07 13:15:52
1755,171,FUND_MANAGER,DELETE_INVESTMENT,sip_schedules,9709,192.168.25.186,SID276888,2023-07-14 06:28:04
1756,37,ANALYST,DELETE_INVESTMENT,users,1549,192.168.220.71,SID398593,2025-06-04 18:20:03
1757,175,FUND_MANAGER,LOGOUT,compliance_alerts,7708,192.168.55.238,SID248660,2023-02-24 07:28:13
1758,171,COMPLIANCE_OFFICER,CREATE_INVESTMENT,funds,230,192.168.82.164,SID196750,2024-04-19 23:50:31
1759,151,COMPLIANCE_OFFICER,LOGOUT,transactions,4278,192.168.214.44,SID700330,2025-06-18 15:57:52
1760,126,ANALYST,UPDATE_INVESTMENT,compliance_alerts,3796,192.168.124.225,SID220570,2024-07-13 10:47:53
1761,175,FUND_MANAGER,KYC_REJECTED,users,5546,192.168.117.147,SID886716,2025-05-18 16:11:34
1762,180,ANALYST,KYC_REJECTED,funds,7432,192.168.244.180,SID164056,2024-04-05 23:01:31
1763,104,COMPLIANCE_OFFICER,LOGIN,compliance_checks,37,192.168.192.139,SID250606,2024-02-17 15:15:57
1764,47,COMPLIANCE_OFFICER,KYC_APPROVED,compliance_checks,2609,192.168.44.254,SID512464,2023-03-28 21:53:10
1765,199,FUND_MANAGER,PASSWORD_CHANGED,notifications,1719,192.168.135.104,SID697092,2024-11-26 21:23:00
1766,167,COMPLIANCE_OFFICER,LOGOUT,investments,5364,192.168.203.249,SID578911,2023-06-03 23:04:33
1767,152,FUND_MANAGER,UPDATE_INVESTMENT,compliance_alerts,9978,192.168.147.201,SID673283,2025-02-12 19:02:35
1768,10,FUND_MANAGER,LOGIN,transactions,8885,192.168.221.250,SID854124,2025-06-07 00:10:08
1769,130,FUND_MANAGER,CREATE_INVESTMENT,sip_schedules,9923,192.168.172.217,SID871148,2024-09-04 22:44:16
1770,17,SUPER_ADMIN,DELETE_INVESTMENT,compliance_checks,7404,192.168.234.247,SID949618,2024-09-16 16:35:40
1771,113,SUPER_ADMIN,KYC_APPROVED,investments,3855,192.168.205.115,SID509464,2025-02-08 01:44:41
1772,169,COMPLIANCE_OFFICER,LOGIN,notifications,4504,192.168.194.200,SID181780,2024-05-04 06:34:49
1773,170,ANALYST,TRANSACTION_CREATED,notifications,6300,192.168.76.220,SID753935,2024-09-20 02:46:40
1774,184,COMPLIANCE_OFFICER,CREATE_INVESTMENT,compliance_checks,8457,192.168.100.127,SID886185,2024-08-11 13:32:31
1775,175,SUPER_ADMIN,KYC_REJECTED,investments,3891,192.168.188.14,SID829286,2023-02-09 20:34:20
1776,93,ANALYST,KYC_REJECTED,compliance_checks,7482,192.168.19.8,SID805703,2023-10-03 00:42:57
1777,139,COMPLIANCE_OFFICER,KYC_APPROVED,compliance_checks,4397,192.168.128.47,SID649018,2023-05-08 05:17:57
1778,51,COMPLIANCE_OFFICER,KYC_APPROVED,sip_schedules,3043,192.168.126.163,SID239563,2024-02-07 14:37:25
1779,69,ANALYST,UPDATE_INVESTMENT,transactions,8949,192.168.52.88,SID524569,2024-11-30 17:47:36
1780,175,FUND_MANAGER,CREATE_INVESTMENT,compliance_checks,7919,192.168.91.234,SID460029,2023-06-18 08:05:43
1781,104,COMPLIANCE_OFFICER,UPDATE_INVESTMENT,compliance_checks,8680,192.168.189.27,SID334412,2024-02-03 05:36:10
1782,182,ANALYST,KYC_APPROVED,compliance_checks,421,192.168.250.133,SID375617,2025-05-31 16:06:35
1783,157,FUND_MANAGER,TRANSACTION_CREATED,sip_schedules,4288,192.168.114.2,SID303591,2024-01-31 17:20:01
1784,173,SUPER_ADMIN,LOGOUT,notifications,9815,192.168.247.43,SID149167,2023-11-10 20:39:07
1785,86,COMPLIANCE_OFFICER,DELETE_INVESTMENT,users,1410,192.168.186.54,SID513695,2023-07-23 16:53:45
1786,117,SUPER_ADMIN,KYC_APPROVED,compliance_checks,3315,192.168.54.56,SID864341,2023-11-11 02:20:18
1787,55,ANALYST,TRANSACTION_CREATED,funds,3902,192.168.218.115,SID992924,2023-06-27 11:39:56
1788,69,COMPLIANCE_OFFICER,LOGOUT,sip_schedules,1428,192.168.18.199,SID471048,2023-11-21 01:01:39
1789,136,SUPER_ADMIN,PROFILE_UPDATED,notifications,9200,192.168.30.155,SID868083,2023-07-01 14:24:39
