notification_id,user_id,channel,title,message,read_status,sent_at
856,4920,PUSH,SIP Installment Successful,Your SIP installment has been processed successfully.,False,2025-03-20 02:19:00
857,9322,EMAIL,KYC Update,Please complete your pending KYC verification.,False,2023-12-16 12:46:00
858,7850,IN_APP,SIP Installment Successful,Today's NAV has been updated.,True,2025-05-03 10:59:00
859,7547,PUSH,Transaction Alert,A new transaction has been recorded.,True,2024-05-08 04:40:00
860,9257,PUSH,Compliance Notification,Compliance review requires your attention.,True,2025-05-05 16:19:00
861,5435,PUSH,SIP Installment Successful,Please complete your pending KYC verification.,False,2023-08-02 18:43:00
862,6148,SMS,Compliance Notification,Compliance review requires your attention.,False,2025-05-10 00:21:00
863,5051,PUSH,NAV Update,Your SIP installment has been processed successfully.,False,2023-07-11 19:07:00
864,3894,PUSH,Transaction Alert,Your portfolio value has been updated.,True,2024-02-28 02:31:00
865,1839,PUSH,SIP Installment Successful,Please complete your pending KYC verification.,True,2024-06-21 09:11:00
866,7908,SMS,KYC Update,Your portfolio value has been updated.,False,2024-03-30 16:01:00
867,5364,SMS,SIP Installment Successful,Compliance review requires your attention.,True,2025-01-20 16:19:00
868,7527,IN_APP,NAV Update,Compliance review requires your attention.,True,2023-07-30 23:02:00
869,722,EMAIL,Portfolio Update,A new transaction has been recorded.,True,2023-01-05 09:59:00
870,5120,EMAIL,Compliance Notification,Your portfolio value has been updated.,True,2023-04-16 16:49:00
871,4696,PUSH,Compliance Notification,Your portfolio value has been updated.,False,2023-11-25 06:12:00
872,2447,SMS,Portfolio Update,Your SIP installment has been processed successfully.,True,2024-11-18 03:17:00
873,1678,SMS,Compliance Notification,Your portfolio value has been updated.,False,2024-09-29 17:32:00
874,4642,SMS,KYC Update,Your SIP installment has been processed successfully.,False,2023-10-05 04:45:00
875,7269,EMAIL,KYC Update,Your SIP installment has been processed successfully.,False,2024-09-19 10:34:00
876,6285,EMAIL,SIP Installment Successful,A new transaction has been recorded.,False,2024-11-22 01:06:00
877,9712,IN_APP,Compliance Notification,Your portfolio value has been updated.,False,2023-07-03 22:38:00
878,8741,EMAIL,Transaction Alert,Compliance review requires your attention.,True,2023-12-07 06:45:00
879,1594,IN_APP,Portfolio Update,Today's NAV has been updated.,False,2023-04-06 22:29:00
880,2355,PUSH,Portfolio Update,A new transaction has been recorded.,True,2024-04-26 07:14:00
881,5321,IN_APP,Transaction Alert,Your SIP installment has been processed successfully.,True,2024-12-17 21:21:00
882,7843,IN_APP,KYC Update,Your portfolio value has been updated.,False,2024-05-01 03:22:00
883,8323,EMAIL,Transaction Alert,Today's NAV has been updated.,True,2024-09-10 18:08:00
884,1163,PUSH,Compliance Notification,A new transaction has been recorded.,False,2023-11-30 17:41:00
885,3993,SMS,Transaction Alert,A new transaction has been recorded.,True,2024-08-27 13:15:00
886,9683,IN_APP,Transaction Alert,Compliance review requires your attention.,False,2023-12-15 06:52:00
887,2836,EMAIL,NAV Update,Today's NAV has been updated.,False,2024-07-11 22:15:00
888,7585,PUSH,Compliance Notification,Your SIP installment has been processed successfully.,False,2023-04-28 18:38:00
889,1141,EMAIL,NAV Update,Compliance review requires your attention.,False,2023-06-30 09:25:00
890,1008,EMAIL,KYC Update,Please complete your pending KYC verification.,True,2023-12-02 15:41:00
891,2445,IN_APP,Compliance Notification,Your portfolio value has been updated.,False,2025-02-14 04:42:00
892,3206,SMS,NAV Update,Your portfolio value has been updated.,False,2024-09-22 18:28:00
893,7123,PUSH,SIP Installment Successful,Compliance review requires your attention.,True,2024-08-06 21:19:00
894,2090,PUSH,SIP Installment Successful,Your portfolio value has been updated.,True,2024-09-18 16:25:00
895,5886,EMAIL,Portfolio Update,Your SIP installment has been processed successfully.,True,2023-01-01 22:35:00
896,6460,PUSH,NAV Update,A new transaction has been recorded.,False,2024-03-18 22:37:00
897,3461,SMS,Transaction Alert,Please complete your pending KYC verification.,True,2024-01-26 13:34:00
898,5903,IN_APP,KYC Update,Your portfolio value has been updated.,True,2024-07-22 12:53:00
899,258,SMS,NAV Update,A new transaction has been recorded.,False,2023-05-18 00:04:00
900,6814,IN_APP,NAV Update,Compliance review requires your attention.,False,2023-05-20 02:08:00
901,8347,IN_APP,Compliance Notification,A new transaction has been recorded.,False,2024-09-30 05:29:00
902,6960,EMAIL,Compliance Notification,A new transaction has been recorded.,True,2023-12-30 07:11:00
903,6732,PUSH,SIP Installment Successful,Your SIP installment has been processed successfully.,False,2024-12-30 16:17:00
904,9508,IN_APP,NAV Update,Your SIP installment has been processed successfully.,True,2024-12-22 11:07:00
905,4579,IN_APP,Compliance Notification,Your SIP installment has been processed successfully.,True,2025-01-17 23:33:00
906,1280,PUSH,Compliance Notification,Your SIP installment has been processed successfully.,False,2023-09-09 15:40:00
907,7439,IN_APP,Compliance Notification,Today's NAV has been updated.,False,2024-07-01 00:30:00
908,4828,PUSH,KYC Update,Your SIP installment has been processed successfully.,False,2024-03-07 11:51:00
909,1007,IN_APP,Compliance Notification,Please complete your pending KYC verification.,True,2025-01-14 18:16:00
910,448,PUSH,Transaction Alert,Your SIP installment has been processed successfully.,True,2024-11-03 09:51:00
911,4553,PUSH,KYC Update,Compliance review requires your attention.,False,2024-06-01 02:54:00
912,1828,SMS,Compliance Notification,Today's NAV has been updated.,True,2023-10-09 08:00:00
913,2874,PUSH,NAV Update,Please complete your pending KYC verification.,False,2024-11-05 14:23:00
914,543,PUSH,SIP Installment Successful,Please complete your pending KYC verification.,True,2023-07-05 16:55:00
915,6766,IN_APP,KYC Update,Today's NAV has been updated.,False,2025-05-07 15:48:00
916,3455,PUSH,SIP Installment Successful,Today's NAV has been updated.,False,2025-01-13 20:10:00
917,2746,IN_APP,Transaction Alert,A new transaction has been recorded.,False,2025-02-12 03:03:00
918,8725,SMS,Transaction Alert,Today's NAV has been updated.,False,2024-05-02 23:48:00
919,8691,IN_APP,SIP Installment Successful,Your portfolio value has been updated.,False,2024-04-30 08:09:00
920,8688,EMAIL,SIP Installment Successful,Compliance review requires your attention.,False,2024-01-27 21:20:00
921,4467,PUSH,Portfolio Update,Your portfolio value has been updated.,True,2025-05-14 13:39:00
922,6409,IN_APP,NAV Update,Today's NAV has been updated.,True,2023-09-19 20:37:00
923,3194,PUSH,NAV Update,Today's NAV has been updated.,True,2025-01-21 21:37:00
924,139,EMAIL,SIP Installment Successful,A new transaction has been recorded.,True,2023-11-17 17:00:00
925,7307,PUSH,KYC Update,Today's NAV has been updated.,False,2024-06-21 03:43:00
926,389,EMAIL,SIP Installment Successful,Compliance review requires your attention.,True,2023-09-15 06:02:00
927,1966,EMAIL,Compliance Notification,Please complete your pending KYC verification.,False,2024-09-05 20:07:00
928,3028,EMAIL,NAV Update,Please complete your pending KYC verification.,False,2024-11-03 20:36:00
929,1241,IN_APP,Portfolio Update,A new transaction has been recorded.,False,2023-10-29 14:42:00
930,1213,PUSH,SIP Installment Successful,A new transaction has been recorded.,False,2023-09-21 05:49:00
931,4337,SMS,Transaction Alert,Your SIP installment has been processed successfully.,False,2023-12-07 01:16:00
932,2924,IN_APP,SIP Installment Successful,Please complete your pending KYC verification.,False,2023-07-25 19:25:00
933,1741,IN_APP,NAV Update,Your portfolio value has been updated.,True,2023-08-12 19:41:00
934,9361,PUSH,Transaction Alert,Your SIP installment has been processed successfully.,False,2023-02-05 02:04:00
935,15,EMAIL,NAV Update,A new transaction has been recorded.,False,2023-06-02 20:40:00
936,6412,EMAIL,Compliance Notification,Today's NAV has been updated.,False,2023-06-05 22:21:00
937,1149,SMS,SIP Installment Successful,A new transaction has been recorded.,False,2024-05-04 13:25:00
938,5881,PUSH,NAV Update,Your portfolio value has been updated.,False,2023-05-05 18:34:00
939,1486,PUSH,Compliance Notification,Your portfolio value has been updated.,True,2023-02-26 20:41:00
940,4751,SMS,KYC Update,Compliance review requires your attention.,True,2025-05-11 14:48:00
941,4897,IN_APP,SIP Installment Successful,Today's NAV has been updated.,False,2024-01-29 21:12:00
942,7176,SMS,KYC Update,Your SIP installment has been processed successfully.,True,2024-05-13 02:56:00
943,3908,IN_APP,Transaction Alert,Your SIP installment has been processed successfully.,False,2023-01-26 23:37:00
944,7362,EMAIL,SIP Installment Successful,Your portfolio value has been updated.,True,2024-05-26 17:53:00
945,6644,EMAIL,KYC Update,Today's NAV has been updated.,False,2023-12-12 23:02:00
946,9493,SMS,SIP Installment Successful,Your SIP installment has been processed successfully.,True,2024-11-25 17:09:00
947,7721,EMAIL,KYC Update,Today's NAV has been updated.,True,2024-05-15 20:01:00
948,819,PUSH,SIP Installment Successful,A new transaction has been recorded.,True,2023-01-15 05:40:00
949,1743,EMAIL,Transaction Alert,Compliance review requires your attention.,True,2025-05-05 18:04:00
950,5528,IN_APP,Portfolio Update,Your SIP installment has been processed successfully.,True,2023-03-06 06:27:00
951,747,SMS,Portfolio Update,Your SIP installment has been processed successfully.,True,2023-11-26 06:48:00
952,6802,SMS,NAV Update,Your portfolio value has been updated.,True,2023-10-08 04:48:00
953,9536,EMAIL,KYC Update,Your SIP installment has been processed successfully.,False,2024-03-25 07:59:00
954,7979,EMAIL,SIP Installment Successful,Your SIP installment has been processed successfully.,True,2025-03-07 05:01:00
955,9728,PUSH,Transaction Alert,Today's NAV has been updated.,False,2023-04-02 22:41:00
956,2345,PUSH,Compliance Notification,A new transaction has been recorded.,False,2024-12-09 04:13:00
957,617,SMS,NAV Update,A new transaction has been recorded.,True,2023-09-02 05:39:00
958,6862,EMAIL,Compliance Notification,Please complete your pending KYC verification.,True,2024-10-04 09:22:00
959,5930,SMS,Transaction Alert,Today's NAV has been updated.,True,2023-05-01 16:06:00
960,1847,SMS,NAV Update,A new transaction has been recorded.,False,2023-10-11 01:12:00
961,707,EMAIL,NAV Update,Your portfolio value has been updated.,False,2023-06-30 05:42:00
962,5478,IN_APP,SIP Installment Successful,Your SIP installment has been processed successfully.,True,2023-08-03 13:16:00
963,477,IN_APP,Compliance Notification,Your SIP installment has been processed successfully.,True,2024-07-04 05:10:00
964,9711,PUSH,Transaction Alert,Please complete your pending KYC verification.,False,2023-08-29 23:28:00
965,3732,EMAIL,KYC Update,Today's NAV has been updated.,False,2023-08-24 03:20:00
966,3616,EMAIL,Transaction Alert,Compliance review requires your attention.,False,2025-06-09 06:24:00
967,3542,IN_APP,KYC Update,A new transaction has been recorded.,False,2023-02-25 13:09:00
968,3182,PUSH,Portfolio Update,Please complete your pending KYC verification.,False,2023-05-20 14:46:00
969,9318,EMAIL,Portfolio Update,Please complete your pending KYC verification.,True,2023-05-11 01:44:00
970,6853,SMS,Portfolio Update,Please complete your pending KYC verification.,False,2025-05-22 14:29:00
971,2785,SMS,SIP Installment Successful,A new transaction has been recorded.,False,2024-09-10 05:50:00
972,7758,IN_APP,Portfolio Update,Your SIP installment has been processed successfully.,False,2025-06-01 06:37:00
973,5363,IN_APP,Compliance Notification,Please complete your pending KYC verification.,True,2025-01-23 07:15:00
974,725,EMAIL,Transaction Alert,Today's NAV has been updated.,True,2024-08-10 00:26:00
975,7853,EMAIL,Transaction Alert,A new transaction has been recorded.,True,2024-03-11 16:25:00
976,204,IN_APP,KYC Update,Please complete your pending KYC verification.,False,2023-03-27 17:48:00
977,1487,EMAIL,Transaction Alert,Today's NAV has been updated.,False,2023-10-30 07:41:00
978,9346,EMAIL,Transaction Alert,A new transaction has been recorded.,True,2023-06-15 22:29:00
979,3031,PUSH,NAV Update,A new transaction has been recorded.,True,2025-06-14 22:25:00
980,6306,PUSH,Compliance Notification,Your SIP installment has been processed successfully.,False,2025-05-31 20:04:00
981,8888,SMS,NAV Update,Your SIP installment has been processed successfully.,False,2024-03-12 08:44:00
982,5964,EMAIL,SIP Installment Successful,A new transaction has been recorded.,False,2025-01-23 01:32:00
983,5990,PUSH,KYC Update,Today's NAV has been updated.,True,2024-04-21 19:02:00
984,3355,SMS,Portfolio Update,Please complete your pending KYC verification.,True,2024-07-28 22:49:00
985,9505,SMS,NAV Update,Please complete your pending KYC verification.,False,2024-10-26 15:47:00
986,6930,PUSH,SIP Installment Successful,Your SIP installment has been processed successfully.,False,2023-12-28 08:32:00
987,8216,EMAIL,Transaction Alert,Today's NAV has been updated.,False,2023-12-20 14:31:00
988,1076,SMS,Transaction Alert,Your SIP installment has been processed successfully.,True,2024-04-07 19:23:00
989,1261,EMAIL,KYC Update,Your portfolio value has been updated.,True,2024-02-05 05:18:00
990,2466,SMS,Compliance Notification,Today's NAV has been updated.,True,2024-12-14 04:31:00
991,8871,SMS,Transaction Alert,Your portfolio value has been updated.,False,2023-10-28 13:43:00
992,352,PUSH,KYC Update,Your SIP installment has been processed successfully.,True,2024-03-30 23:41:00
993,8514,PUSH,Transaction Alert,Compliance review requires your attention.,False,2025-06-11 07:53:00
994,5347,IN_APP,Compliance Notification,Today's NAV has been updated.,False,2024-11-02 20:50:00
995,2162,PUSH,KYC Update,Your portfolio value has been updated.,True,2024-04-13 09:36:00
996,776,SMS,Portfolio Update,Your portfolio value has been updated.,False,2024-05-10 11:18:00
997,2635,PUSH,KYC Update,Please complete your pending KYC verification.,True,2023-06-20 19:59:00
998,675,PUSH,Compliance Notification,Please complete your pending KYC verification.,False,2023-06-15 07:07:00
999,3362,EMAIL,NAV Update,Your portfolio value has been updated.,False,2023-09-24 11:11:00
1000,8846,SMS,Compliance Notification,Your portfolio value has been updated.,True,2023-06-01 11:28:00
1001,8183,SMS,Transaction Alert,Your portfolio value has been updated.,True,2023-01-26 12:59:00
1002,8314,PUSH,NAV Update,Today's NAV has been updated.,False,2023-01-05 23:34:00
1003,9400,SMS,Compliance Notification,Today's NAV has been updated.,False,2024-04-30 09:48:00
1004,7848,EMAIL,KYC Update,Today's NAV has been updated.,True,2023-12-13 22:07:00
1005,3611,IN_APP,Portfolio Update,Your SIP installment has been processed successfully.,False,2023-11-12 00:25:00
1006,3198,SMS,Portfolio Update,Please complete your pending KYC verification.,True,2023-02-26 19:41:00
1007,7299,EMAIL,Compliance Notification,A new transaction has been recorded.,True,2023-03-27 17:54:00
1008,9914,EMAIL,NAV Update,Your portfolio value has been updated.,False,2024-05-17 10:38:00
1009,7007,PUSH,Transaction Alert,Your portfolio value has been updated.,True,2023-06-01 22:54:00
1010,5048,IN_APP,Compliance Notification,Your SIP installment has been processed successfully.,True,2023-10-19 11:22:00
1011,6810,IN_APP,Portfolio Update,Please complete your pending KYC verification.,False,2025-01-15 14:47:00
1012,9621,EMAIL,KYC Update,Please complete your pending KYC verification.,False,2025-01-16 13:08:00
1013,1084,IN_APP,SIP Installment Successful,Your SIP installment has been processed successfully.,False,2024-05-01 16:21:00
1014,2866,IN_APP,NAV Update,Compliance review requires your attention.,True,2024-10-16 08:26:00
1015,6255,PUSH,Compliance Notification,A new transaction has been recorded.,True,2023-07-24 05:53:00
1016,9589,PUSH,Transaction Alert,Compliance review requires your attention.,False,2025-04-22 09:53:00
1017,41,SMS,Portfolio Update,Your portfolio value has been updated.,False,2023-08-18 00:50:00
1018,4714,IN_APP,KYC Update,A new transaction has been recorded.,True,2023-05-08 20:42:00
1019,4542,IN_APP,SIP Installment Successful,Compliance review requires your attention.,False,2023-01-30 03:48:00
1020,7145,PUSH,NAV Update,Today's NAV has been updated.,False,2024-08-18 15:36:00
1021,8398,EMAIL,Portfolio Update,Please complete your pending KYC verification.,True,2024-12-11 03:23:00
1022,2220,PUSH,KYC Update,Your SIP installment has been processed successfully.,False,2023-05-30 10:29:00
1023,5833,EMAIL,Portfolio Update,Your portfolio value has been updated.,True,2024-01-05 13:40:00
1024,3003,EMAIL,Compliance Notification,Please complete your pending KYC verification.,False,2024-06-10 06:49:00
1025,4933,PUSH,NAV Update,Today's NAV has been updated.,False,2025-06-12 10:52:00
1026,5762,SMS,SIP Installment Successful,Please complete your pending KYC verification.,False,2023-04-09 17:37:00
1027,5576,SMS,SIP Installment Successful,Please complete your pending KYC verification.,True,2024-01-17 15:26:00
1028,3088,EMAIL,Transaction Alert,A new transaction has been recorded.,True,2024-05-30 07:53:00
1029,285,IN_APP,Portfolio Update,Your portfolio value has been updated.,False,2023-04-30 04:59:00
1030,9792,PUSH,KYC Update,Today's NAV has been updated.,False,2023-05-23 14:56:00
1031,1944,SMS,KYC Update,Today's NAV has been updated.,True,2023-01-30 23:52:00
1032,2054,SMS,KYC Update,Your SIP installment has been processed successfully.,False,2024-12-05 07:19:00
1033,309,IN_APP,Transaction Alert,Your SIP installment has been processed successfully.,True,2024-12-08 03:04:00
1034,8413,EMAIL,Transaction Alert,Your SIP installment has been processed successfully.,False,2023-04-21 01:50:00
1035,169,EMAIL,SIP Installment Successful,Compliance review requires your attention.,True,2023-02-14 02:19:00
1036,5760,EMAIL,SIP Installment Successful,Please complete your pending KYC verification.,False,2024-08-24 06:11:00
1037,2631,SMS,Compliance Notification,Compliance review requires your attention.,True,2024-08-16 11:22:00
1038,230,SMS,NAV Update,Please complete your pending KYC verification.,False,2023-04-12 18:48:00
1039,1617,SMS,Compliance Notification,Today's NAV has been updated.,False,2023-06-25 17:00:00
1040,3034,IN_APP,NAV Update,Your SIP installment has been processed successfully.,True,2024-01-11 22:37:00
1041,6949,SMS,Compliance Notification,Please complete your pending KYC verification.,False,2025-05-04 11:24:00
1042,7634,EMAIL,Compliance Notification,Please complete your pending KYC verification.,False,2023-04-26 10:07:00
1043,4724,EMAIL,SIP Installment Successful,Your portfolio value has been updated.,False,2025-02-19 11:45:00
1044,7487,PUSH,NAV Update,A new transaction has been recorded.,True,2023-04-29 12:18:00
1045,7012,SMS,SIP Installment Successful,A new transaction has been recorded.,False,2024-07-21 13:18:00
1046,8056,EMAIL,Transaction Alert,A new transaction has been recorded.,True,2023-07-03 00:43:00
1047,6564,EMAIL,NAV Update,Please complete your pending KYC verification.,True,2023-05-03 04:25:00
1048,3282,IN_APP,SIP Installment Successful,Please complete your pending KYC verification.,False,2024-01-08 06:21:00
1049,9535,PUSH,NAV Update,A new transaction has been recorded.,False,2025-01-12 15:17:00
1050,6627,IN_APP,Compliance Notification,Your portfolio value has been updated.,True,2024-05-02 21:38:00
1051,2002,PUSH,Transaction Alert,A new transaction has been recorded.,True,2025-02-25 14:06:00
1052,1632,EMAIL,SIP Installment Successful,A new transaction has been recorded.,True,2024-10-05 04:01:00
1053,5357,SMS,Portfolio Update,Compliance review requires your attention.,True,2023-07-03 12:38:00
1054,8519,IN_APP,Transaction Alert,Please complete your pending KYC verification.,False,2025-02-17 02:42:00
1055,8271,PUSH,Compliance Notification,Your portfolio value has been updated.,True,2024-11-08 15:31:00
1056,1952,IN_APP,Transaction Alert,Your portfolio value has been updated.,False,2025-02-21 01:27:00
1057,539,SMS,Compliance Notification,Today's NAV has been updated.,False,2024-03-29 14:02:00
1058,7057,SMS,Portfolio Update,Today's NAV has been updated.,False,2024-12-24 05:31:00
1059,8038,IN_APP,Transaction Alert,Compliance review requires your attention.,True,2024-05-14 03:36:00
1060,4316,IN_APP,Compliance Notification,A new transaction has been recorded.,False,2024-06-02 01:25:00
1061,1007,EMAIL,Compliance Notification,Your SIP installment has been processed successfully.,True,2025-02-23 09:20:00
1062,9568,EMAIL,NAV Update,Your portfolio value has been updated.,False,2025-05-07 11:22:00
1063,5856,IN_APP,Portfolio Update,Your SIP installment has been processed successfully.,True,2023-04-10 13:22:00
1064,5114,EMAIL,NAV Update,Your SIP installment has been processed successfully.,False,2023-09-11 07:41:00
1065,323,PUSH,SIP Installment Successful,A new transaction has been recorded.,False,2023-04-28 10:10:00
1066,6901,PUSH,SIP Installment Successful,Today's NAV has been updated.,False,2024-08-04 16:57:00
1067,6189,IN_APP,Portfolio Update,Compliance review requires your attention.,True,2024-08-25 00:20:00
1068,3374,PUSH,Transaction Alert,Compliance review requires your attention.,False,2025-04-07 15:06:00
1069,5953,IN_APP,KYC Update,A new transaction has been recorded.,True,2023-06-20 19:19:00
1070,4709,PUSH,SIP Installment Successful,Your portfolio value has been updated.,False,2025-05-10 17:13:00
1071,1507,EMAIL,Compliance Notification,Your portfolio value has been updated.,False,2025-04-03 07:39:00
1072,8701,IN_APP,Transaction Alert,Please complete your pending KYC verification.,False,2023-03-10 18:51:00
1073,4946,PUSH,Transaction Alert,Today's NAV has been updated.,False,2025-03-25 02:41:00
1074,4117,IN_APP,NAV Update,Compliance review requires your attention.,True,2023-07-24 13:25:00
1075,8458,SMS,Compliance Notification,A new transaction has been recorded.,True,2023-01-20 20:45:00
1076,4390,IN_APP,Compliance Notification,Today's NAV has been updated.,True,2024-11-07 23:29:00
1077,7578,SMS,KYC Update,Please complete your pending KYC verification.,False,2024-06-18 06:23:00
1078,5221,EMAIL,NAV Update,Please complete your pending KYC verification.,False,2025-05-14 13:26:00
1079,2632,PUSH,NAV Update,Compliance review requires your attention.,True,2023-10-01 09:41:00
1080,2457,SMS,SIP Installment Successful,Please complete your pending KYC verification.,False,2024-02-20 07:07:00
1081,7146,IN_APP,NAV Update,Your SIP installment has been processed successfully.,True,2024-04-20 15:35:00
1082,478,PUSH,Portfolio Update,Today's NAV has been updated.,True,2023-06-13 08:08:00
1083,7961,EMAIL,SIP Installment Successful,Your SIP installment has been processed successfully.,False,2024-10-21 01:46:00
1084,1042,IN_APP,Portfolio Update,Today's NAV has been updated.,True,2024-09-08 09:55:00
1085,2303,SMS,SIP Installment Successful,Compliance review requires your attention.,True,2024-02-11 23:53:00
1086,9510,PUSH,Transaction Alert,Your SIP installment has been processed successfully.,True,2024-06-18 21:53:00
1087,5135,PUSH,Compliance Notification,Today's NAV has been updated.,False,2024-09-06 03:49:00
1088,3866,IN_APP,KYC Update,Please complete your pending KYC verification.,True,2025-04-05 23:47:00
1089,7201,IN_APP,Portfolio Update,Compliance review requires your attention.,True,2023-06-29 06:17:00
1090,1851,PUSH,Compliance Notification,A new transaction has been recorded.,False,2024-05-17 17:23:00
1091,2375,PUSH,Transaction Alert,Today's NAV has been updated.,False,2024-11-30 07:17:00
1092,9926,EMAIL,NAV Update,Today's NAV has been updated.,True,2025-04-21 09:01:00
1093,4145,IN_APP,Portfolio Update,Today's NAV has been updated.,False,2024-12-08 21:15:00
1094,8764,SMS,Transaction Alert,A new transaction has been recorded.,True,2025-04-11 21:07:00
1095,1479,SMS,Portfolio Update,Please complete your pending KYC verification.,True,2024-02-07 08:19:00
1096,6657,EMAIL,Portfolio Update,Your SIP installment has been processed successfully.,False,2024-03-25 20:20:00
1097,5452,IN_APP,SIP Installment Successful,Please complete your pending KYC verification.,False,2024-04-27 23:26:00
1098,6896,PUSH,Transaction Alert,Today's NAV has been updated.,True,2024-06-02 02:22:00
1099,3011,IN_APP,NAV Update,Please complete your pending KYC verification.,True,2025-02-19 01:41:00
1100,5007,PUSH,Compliance Notification,Your SIP installment has been processed successfully.,True,2024-02-15 06:40:00
1101,2132,IN_APP,Portfolio Update,A new transaction has been recorded.,False,2023-06-11 07:33:00
1102,4271,SMS,NAV Update,Compliance review requires your attention.,False,2025-06-13 23:08:00
1103,1383,IN_APP,Portfolio Update,Please complete your pending KYC verification.,False,2025-03-29 09:12:00
1104,9346,SMS,SIP Installment Successful,Your SIP installment has been processed successfully.,True,2025-06-16 12:53:00
1105,4290,SMS,SIP Installment Successful,A new transaction has been recorded.,False,2023-04-02 14:12:00
1106,1460,PUSH,KYC Update,Compliance review requires your attention.,True,2024-09-06 08:09:00
1107,7130,IN_APP,NAV Update,A new transaction has been recorded.,True,2023-01-15 22:33:00
1108,3122,PUSH,Portfolio Update,Today's NAV has been updated.,False,2023-08-18 22:13:00
1109,3386,SMS,Portfolio Update,Today's NAV has been updated.,True,2024-01-27 04:27:00
1110,2392,EMAIL,Portfolio Update,Your portfolio value has been updated.,True,2024-03-04 05:26:00
1111,4069,PUSH,Compliance Notification,Today's NAV has been updated.,False,2024-09-24 14:58:00
1112,2183,PUSH,NAV Update,A new transaction has been recorded.,True,2023-03-29 00:30:00
1113,6936,PUSH,SIP Installment Successful,Your SIP installment has been processed successfully.,True,2024-12-31 12:45:00
1114,3848,IN_APP,Portfolio Update,Compliance review requires your attention.,True,2023-02-23 10:59:00
1115,6242,PUSH,Transaction Alert,Today's NAV has been updated.,False,2023-01-06 08:32:00
1116,9511,SMS,Portfolio Update,Please complete your pending KYC verification.,False,2023-05-16 17:02:00
1117,1469,PUSH,NAV Update,Compliance review requires your attention.,False,2023-12-14 14:08:00
1118,5133,EMAIL,KYC Update,A new transaction has been recorded.,False,2023-05-26 08:07:00
1119,7047,PUSH,Portfolio Update,Compliance review requires your attention.,False,2025-02-04 11:59:00
1120,2704,PUSH,NAV Update,A new transaction has been recorded.,True,2024-06-13 10:27:00
1121,7209,EMAIL,KYC Update,Please complete your pending KYC verification.,True,2024-07-23 21:40:00
1122,7705,PUSH,KYC Update,Today's NAV has been updated.,False,2023-08-24 05:02:00
1123,8109,EMAIL,Transaction Alert,Your portfolio value has been updated.,False,2024-03-22 03:57:00
1124,2426,EMAIL,Portfolio Update,Your SIP installment has been processed successfully.,True,2024-04-13 15:07:00
1125,2758,PUSH,Compliance Notification,Today's NAV has been updated.,True,2025-06-08 09:11:00
1126,9352,SMS,Transaction Alert,Your SIP installment has been processed successfully.,True,2024-08-20 00:33:00
1127,1546,PUSH,SIP Installment Successful,Your portfolio value has been updated.,True,2025-02-25 15:43:00
1128,1738,PUSH,KYC Update,Your SIP installment has been processed successfully.,True,2024-02-08 11:37:00
1129,7862,IN_APP,NAV Update,Your portfolio value has been updated.,True,2024-04-16 22:42:00
1130,7424,PUSH,NAV Update,Today's NAV has been updated.,True,2023-12-04 01:41:00
1131,4636,PUSH,SIP Installment Successful,Today's NAV has been updated.,True,2023-08-05 01:51:00
1132,1517,IN_APP,Portfolio Update,Please complete your pending KYC verification.,True,2024-07-14 19:24:00
1133,337,SMS,KYC Update,A new transaction has been recorded.,False,2025-02-28 12:05:00
1134,2526,EMAIL,Portfolio Update,A new transaction has been recorded.,False,2023-10-19 20:48:00
1135,9888,SMS,Portfolio Update,Today's NAV has been updated.,True,2025-01-23 09:57:00
1136,3275,IN_APP,Transaction Alert,A new transaction has been recorded.,False,2025-05-02 11:32:00
1137,6932,EMAIL,Transaction Alert,Your portfolio value has been updated.,True,2023-10-02 18:38:00
1138,1523,EMAIL,Compliance Notification,Your portfolio value has been updated.,False,2024-03-20 20:27:00
1139,2541,IN_APP,Compliance Notification,Today's NAV has been updated.,True,2024-11-23 07:41:00
1140,1298,IN_APP,Portfolio Update,Please complete your pending KYC verification.,True,2023-10-25 14:27:00
1141,4074,IN_APP,Portfolio Update,Compliance review requires your attention.,True,2024-12-01 09:53:00
1142,739,EMAIL,Compliance Notification,A new transaction has been recorded.,False,2024-07-18 02:58:00
1143,9314,PUSH,Portfolio Update,Your portfolio value has been updated.,True,2023-04-07 14:42:00
1144,1867,IN_APP,KYC Update,Please complete your pending KYC verification.,False,2025-02-26 16:01:00
1145,4877,PUSH,Compliance Notification,Today's NAV has been updated.,False,2023-02-16 02:26:00
1146,4343,PUSH,KYC Update,Please complete your pending KYC verification.,True,2025-02-14 21:28:00
1147,4249,EMAIL,Transaction Alert,Compliance review requires your attention.,True,2023-03-22 23:38:00
1148,218,SMS,NAV Update,A new transaction has been recorded.,False,2023-01-06 12:07:00
1149,9862,IN_APP,Portfolio Update,Compliance review requires your attention.,False,2024-12-09 12:55:00
1150,6472,PUSH,SIP Installment Successful,Please complete your pending KYC verification.,True,2024-12-08 21:44:00
1151,261,SMS,SIP Installment Successful,Please complete your pending KYC verification.,False,2023-01-15 06:07:00
1152,3962,IN_APP,NAV Update,Compliance review requires your attention.,True,2024-10-26 04:41:00
1153,7593,SMS,Transaction Alert,A new transaction has been recorded.,True,2023-03-30 09:49:00
1154,2498,IN_APP,Transaction Alert,A new transaction has been recorded.,True,2023-04-30 05:57:00
