check_id,user_id,risk_score,aml_status,pep_check,sanction_check,result,remarks,checked_at
2876,9180,71,PASS,True,True,REJECTED,Additional documents required,2024-08-17 16:52:00
2877,6458,32,REVIEW,False,True,PENDING,KYC verified,2023-07-17 05:18:00
2878,9246,45,PASS,True,True,PENDING,Additional documents required,2025-04-11 17:01:00
2879,1483,35,PASS,True,False,PENDING,AML review pending,2025-05-01 08:48:00
2880,9850,41,PASS,True,True,PENDING,Additional documents required,2025-02-08 19:25:00
2881,1233,26,PASS,False,False,APPROVED,AML review pending,2023-09-06 15:25:00
2882,6291,2,PASS,False,True,APPROVED,No issues detected,2023-06-13 02:58:00
2883,1603,80,PASS,True,False,REJECTED,High-risk profile,2023-07-28 14:21:00
2884,7891,13,PASS,False,True,APPROVED,High-risk profile,2023-03-19 22:14:00
2885,2477,41,PASS,False,False,PENDING,High-risk profile,2025-05-25 08:30:00
2886,6976,4,PASS,True,True,APPROVED,KYC verified,2023-04-16 04:44:00
2887,8734,85,REVIEW,False,True,REJECTED,AML review pending,2024-08-07 18:10:00
2888,1735,91,PASS,True,False,REJECTED,AML review pending,2023-03-04 06:10:00
2889,3439,35,PASS,True,True,PENDING,No issues detected,2023-01-11 10:06:00
2890,809,31,PASS,False,False,PENDING,No issues detected,2024-10-17 03:19:00
2891,7638,34,PASS,True,False,PENDING,AML review pending,2024-04-17 20:08:00
2892,8221,12,PASS,False,False,APPROVED,No issues detected,2025-05-30 04:09:00
2893,122,24,PASS,False,False,APPROVED,KYC verified,2025-03-21 03:37:00
2894,9414,49,PASS,True,True,PENDING,Additional documents required,2024-03-17 15:40:00
2895,5805,56,PASS,True,True,PENDING,AML review pending,2024-08-26 18:35:00
2896,4749,86,FAIL,False,True,REJECTED,No issues detected,2024-04-23 22:34:00
2897,8640,46,PASS,True,False,PENDING,High-risk profile,2023-12-08 20:32:00
2898,2817,52,PASS,False,False,PENDING,High-risk profile,2024-12-28 15:08:00
2899,2758,100,PASS,True,False,REJECTED,AML review pending,2023-05-09 21:37:00
2900,9101,22,PASS,True,False,APPROVED,KYC verified,2023-03-24 18:25:00
2901,5779,24,PASS,False,True,APPROVED,AML review pending,2025-02-12 03:34:00
2902,3092,53,PASS,False,True,PENDING,KYC verified,2024-04-02 05:35:00
2903,4026,21,REVIEW,True,False,APPROVED,No issues detected,2023-04-03 05:50:00
2904,221,2,PASS,False,False,APPROVED,Additional documents required,2024-08-10 05:38:00
2905,2202,6,PASS,True,False,APPROVED,AML review pending,2025-05-01 22:28:00
2906,7051,47,PASS,True,False,PENDING,AML review pending,2025-04-27 01:37:00
2907,3795,92,PASS,True,True,REJECTED,No issues detected,2024-10-24 01:01:00
2908,3290,98,PASS,True,True,REJECTED,Additional documents required,2023-08-13 07:23:00
2909,9698,12,PASS,True,True,APPROVED,High-risk profile,2023-11-02 14:05:00
2910,7961,60,PASS,False,False,PENDING,AML review pending,2023-01-22 16:09:00
2911,6849,88,REVIEW,True,False,REJECTED,High-risk profile,2024-02-14 03:59:00
2912,3579,37,PASS,False,True,PENDING,KYC verified,2025-06-10 04:25:00
2913,2843,60,PASS,False,True,PENDING,High-risk profile,2024-08-09 10:14:00
2914,3653,19,PASS,True,True,APPROVED,High-risk profile,2025-04-25 13:42:00
2915,4244,80,PASS,True,False,REJECTED,AML review pending,2023-04-28 00:41:00
2916,6375,13,PASS,False,True,APPROVED,Additional documents required,2023-05-21 06:45:00
2917,6363,61,PASS,False,False,PENDING,KYC verified,2024-04-15 05:29:00
2918,9903,33,PASS,True,False,PENDING,High-risk profile,2024-03-08 22:13:00
2919,5574,42,PASS,False,True,PENDING,KYC verified,2025-04-08 02:30:00
2920,9251,79,PASS,False,True,REJECTED,KYC verified,2025-05-05 15:39:00
2921,7296,29,PASS,False,True,APPROVED,High-risk profile,2023-06-22 09:35:00
2922,7019,45,PASS,True,False,PENDING,No issues detected,2023-06-22 07:17:00
2923,177,98,PASS,False,False,REJECTED,Additional documents required,2023-09-19 14:36:00
2924,9304,72,PASS,False,True,REJECTED,Additional documents required,2024-01-23 04:26:00
2925,4362,91,PASS,True,True,REJECTED,No issues detected,2024-06-12 13:46:00
2926,5128,44,PASS,False,True,PENDING,KYC verified,2023-12-14 07:32:00
2927,5264,31,PASS,True,True,PENDING,No issues detected,2024-02-05 23:17:00
2928,1273,69,PASS,False,True,PENDING,AML review pending,2025-03-10 07:30:00
2929,1538,53,PASS,False,False,PENDING,AML review pending,2024-05-15 20:40:00
2930,6147,51,PASS,False,False,PENDING,High-risk profile,2023-08-06 14:03:00
2931,2153,60,PASS,False,True,PENDING,High-risk profile,2023-09-20 13:54:00
2932,4865,85,REVIEW,True,False,REJECTED,No issues detected,2024-07-20 02:23:00
2933,980,5,PASS,False,True,APPROVED,No issues detected,2025-02-03 19:36:00
2934,8471,100,PASS,True,False,REJECTED,No issues detected,2025-05-13 03:00:00
2935,5953,31,PASS,False,True,PENDING,AML review pending,2024-01-30 00:18:00
2936,7278,32,PASS,False,True,PENDING,Additional documents required,2023-02-07 07:45:00
2937,7210,83,PASS,True,False,REJECTED,High-risk profile,2023-01-28 12:30:00
2938,2999,18,PASS,False,False,APPROVED,High-risk profile,2024-12-18 03:35:00
2939,1332,100,PASS,False,False,REJECTED,AML review pending,2024-08-11 20:17:00
2940,9795,43,REVIEW,True,False,PENDING,High-risk profile,2023-08-12 16:48:00
2941,3349,54,PASS,True,False,PENDING,High-risk profile,2025-02-08 06:36:00
2942,5287,41,REVIEW,False,True,PENDING,Additional documents required,2023-01-25 23:54:00
2943,962,59,PASS,False,True,PENDING,No issues detected,2025-04-28 03:44:00
2944,7255,93,PASS,False,True,REJECTED,Additional documents required,2025-06-04 12:43:00
2945,6590,9,PASS,True,False,APPROVED,Additional documents required,2025-05-09 01:48:00
2946,8339,23,REVIEW,True,True,APPROVED,High-risk profile,2025-04-09 18:37:00
2947,5290,54,FAIL,True,True,PENDING,High-risk profile,2023-05-03 17:09:00
2948,8748,1,PASS,False,False,APPROVED,Additional documents required,2023-04-03 14:47:00
2949,495,21,PASS,True,True,APPROVED,Additional documents required,2024-02-19 18:18:00
2950,9856,82,PASS,True,False,REJECTED,AML review pending,2023-12-01 09:43:00
2951,7367,54,PASS,False,True,PENDING,KYC verified,2025-03-04 18:39:00
2952,7196,69,PASS,False,False,PENDING,No issues detected,2024-09-23 10:52:00
2953,9199,30,REVIEW,False,True,PENDING,KYC verified,2024-06-27 05:17:00
2954,1235,89,PASS,True,False,REJECTED,High-risk profile,2024-12-15 04:50:00
2955,6176,82,FAIL,False,True,REJECTED,KYC verified,2024-05-29 00:24:00
2956,849,75,PASS,False,True,REJECTED,No issues detected,2023-12-18 20:33:00
2957,7353,26,PASS,True,False,APPROVED,KYC verified,2023-04-06 10:00:00
2958,4889,81,PASS,True,True,REJECTED,KYC verified,2024-09-05 04:26:00
2959,8481,5,PASS,True,False,APPROVED,Additional documents required,2024-06-09 20:34:00
2960,9841,22,REVIEW,True,False,APPROVED,AML review pending,2024-02-16 04:33:00
2961,495,97,PASS,True,False,REJECTED,Additional documents required,2025-05-12 16:20:00
2962,5553,75,FAIL,True,False,REJECTED,AML review pending,2024-06-12 16:42:00
2963,36,70,PASS,True,False,REJECTED,KYC verified,2023-04-01 02:26:00
2964,2170,51,PASS,True,True,PENDING,KYC verified,2023-06-25 15:25:00
2965,931,59,PASS,True,False,PENDING,Additional documents required,2023-09-03 19:07:00
2966,3578,35,PASS,False,True,PENDING,AML review pending,2024-11-19 08:17:00
2967,97,63,PASS,True,False,PENDING,Additional documents required,2023-12-09 16:43:00
2968,3522,48,PASS,True,True,PENDING,Additional documents required,2023-11-02 05:42:00
2969,147,32,PASS,False,False,PENDING,High-risk profile,2023-08-17 14:23:00
2970,9995,32,PASS,False,True,PENDING,Additional documents required,2025-04-22 22:03:00
2971,5215,49,PASS,False,True,PENDING,AML review pending,2025-02-11 09:15:00
2972,6962,98,PASS,True,False,REJECTED,AML review pending,2023-12-30 07:44:00
2973,3983,3,REVIEW,False,True,APPROVED,KYC verified,2025-03-08 08:43:00
2974,8166,58,PASS,False,False,PENDING,High-risk profile,2023-12-27 22:36:00
2975,3782,17,PASS,False,False,APPROVED,High-risk profile,2024-02-25 04:12:00
2976,4649,53,PASS,True,False,PENDING,No issues detected,2024-09-10 19:33:00
2977,2854,63,PASS,True,False,PENDING,Additional documents required,2023-11-14 18:52:00
2978,2717,24,FAIL,True,True,APPROVED,High-risk profile,2024-09-11 16:24:00
2979,9326,59,PASS,True,True,PENDING,AML review pending,2024-03-02 12:04:00
2980,2529,77,PASS,True,True,REJECTED,AML review pending,2024-01-22 19:37:00
2981,6551,62,PASS,False,False,PENDING,High-risk profile,2025-02-08 17:47:00
2982,7108,100,PASS,True,True,REJECTED,AML review pending,2024-09-17 05:23:00
2983,4121,67,REVIEW,True,True,PENDING,AML review pending,2024-06-21 05:03:00
2984,3107,96,FAIL,True,True,REJECTED,Additional documents required,2023-07-24 19:33:00
2985,1090,1,PASS,True,False,APPROVED,High-risk profile,2024-02-17 00:01:00
2986,1104,96,FAIL,False,True,REJECTED,KYC verified,2023-05-31 19:46:00
2987,1159,73,PASS,True,True,REJECTED,Additional documents required,2025-06-10 09:46:00
2988,2496,42,REVIEW,False,True,PENDING,KYC verified,2024-06-12 18:31:00
2989,5362,56,REVIEW,False,False,PENDING,Additional documents required,2024-08-28 19:34:00
2990,4864,18,REVIEW,False,True,APPROVED,KYC verified,2025-01-30 21:44:00
2991,3804,44,PASS,False,False,PENDING,High-risk profile,2024-06-15 05:14:00
2992,9154,34,REVIEW,False,True,PENDING,No issues detected,2024-09-15 03:39:00
2993,6063,5,PASS,True,True,APPROVED,KYC verified,2025-04-27 17:58:00
2994,46,32,PASS,False,False,PENDING,KYC verified,2024-04-30 21:23:00
2995,7870,43,PASS,False,True,PENDING,AML review pending,2024-06-22 13:36:00
2996,1975,33,PASS,False,True,PENDING,KYC verified,2023-09-11 09:31:00
2997,5174,85,REVIEW,True,True,REJECTED,KYC verified,2024-11-03 06:30:00
2998,2779,26,PASS,False,True,APPROVED,Additional documents required,2024-05-23 15:31:00
2999,2939,74,FAIL,True,False,REJECTED,No issues detected,2024-03-05 02:48:00
3000,1163,93,PASS,False,True,REJECTED,Additional documents required,2025-02-01 18:38:00
3001,3013,39,REVIEW,False,False,PENDING,High-risk profile,2024-04-15 01:12:00
3002,4439,1,PASS,True,False,APPROVED,No issues detected,2023-10-21 17:38:00
3003,5165,29,FAIL,True,False,APPROVED,High-risk profile,2024-03-01 04:49:00
3004,9967,97,PASS,False,True,REJECTED,No issues detected,2023-11-26 02:49:00
3005,3915,62,FAIL,True,False,PENDING,KYC verified,2025-05-23 11:05:00
3006,4191,25,PASS,True,False,APPROVED,No issues detected,2023-10-02 11:24:00
3007,1296,70,PASS,True,False,REJECTED,High-risk profile,2023-01-02 11:22:00
3008,6430,80,PASS,True,True,REJECTED,High-risk profile,2023-09-24 08:45:00
3009,45,61,PASS,True,True,PENDING,KYC verified,2023-02-18 20:31:00
3010,1921,40,PASS,True,True,PENDING,No issues detected,2025-01-04 09:20:00
3011,2920,20,PASS,True,True,APPROVED,No issues detected,2025-03-18 22:34:00
3012,654,21,PASS,False,False,APPROVED,AML review pending,2024-01-27 12:49:00
3013,7288,3,PASS,True,True,APPROVED,High-risk profile,2024-10-05 22:47:00
3014,5537,90,PASS,False,False,REJECTED,High-risk profile,2023-11-26 05:38:00
3015,3879,27,PASS,False,True,APPROVED,Additional documents required,2024-12-27 19:13:00
3016,4915,60,PASS,True,True,PENDING,High-risk profile,2023-02-26 06:38:00
3017,9915,93,PASS,True,True,REJECTED,KYC verified,2024-05-14 01:32:00
3018,1519,77,PASS,False,True,REJECTED,KYC verified,2024-11-26 22:07:00
3019,6387,19,PASS,True,False,APPROVED,No issues detected,2023-04-05 06:43:00
3020,771,72,PASS,False,True,REJECTED,Additional documents required,2023-10-10 17:21:00
3021,6608,77,PASS,False,True,REJECTED,Additional documents required,2024-11-04 03:07:00
3022,7707,77,PASS,False,False,REJECTED,AML review pending,2023-01-19 10:14:00
3023,7869,38,PASS,True,True,PENDING,Additional documents required,2024-01-08 22:17:00
3024,4740,9,PASS,True,False,APPROVED,Additional documents required,2023-03-23 14:48:00
3025,6349,63,FAIL,True,False,PENDING,Additional documents required,2024-08-13 08:26:00
3026,9441,98,PASS,True,False,REJECTED,Additional documents required,2023-09-12 10:44:00
3027,1208,50,PASS,False,True,PENDING,Additional documents required,2023-01-14 04:47:00
3028,7347,72,PASS,False,False,REJECTED,KYC verified,2024-01-18 15:52:00
3029,681,31,PASS,True,False,PENDING,KYC verified,2023-12-05 01:25:00
3030,8699,94,REVIEW,True,False,REJECTED,AML review pending,2024-01-15 01:08:00
3031,9630,70,PASS,True,True,REJECTED,No issues detected,2025-05-07 00:39:00
3032,3888,95,PASS,True,False,REJECTED,Additional documents required,2023-05-02 05:03:00
3033,2590,44,PASS,False,False,PENDING,No issues detected,2023-01-24 19:16:00
3034,3790,47,REVIEW,True,False,PENDING,KYC verified,2024-04-23 22:38:00
3035,7052,69,PASS,False,False,PENDING,High-risk profile,2023-02-20 19:45:00
3036,4479,33,FAIL,True,True,PENDING,AML review pending,2023-10-30 21:20:00
3037,4613,78,PASS,False,True,REJECTED,No issues detected,2023-10-20 23:35:00
3038,9193,3,PASS,False,False,APPROVED,AML review pending,2023-04-03 03:35:00
3039,5410,37,PASS,False,True,PENDING,Additional documents required,2024-06-26 06:18:00
3040,2021,20,PASS,False,True,APPROVED,AML review pending,2024-09-03 21:23:00
3041,3846,2,FAIL,False,True,APPROVED,High-risk profile,2024-12-17 13:24:00
3042,6932,70,PASS,True,False,REJECTED,High-risk profile,2025-05-10 04:19:00
3043,6908,97,REVIEW,False,True,REJECTED,Additional documents required,2025-06-03 20:09:00
3044,5997,9,PASS,True,True,APPROVED,AML review pending,2023-07-21 11:51:00
3045,7229,9,PASS,True,False,APPROVED,High-risk profile,2023-07-23 21:00:00
3046,885,55,PASS,False,True,PENDING,AML review pending,2025-04-08 03:20:00
3047,1230,39,PASS,False,False,PENDING,High-risk profile,2023-05-13 05:16:00
3048,6151,91,FAIL,False,True,REJECTED,KYC verified,2024-08-03 08:03:00
3049,9561,60,PASS,False,True,PENDING,No issues detected,2024-11-27 10:44:00
3050,8597,83,PASS,False,False,REJECTED,AML review pending,2025-01-22 02:48:00
3051,3520,75,PASS,False,True,REJECTED,No issues detected,2025-05-17 22:25:00
3052,9950,42,PASS,False,False,PENDING,No issues detected,2023-08-29 06:56:00
3053,806,60,PASS,True,False,PENDING,High-risk profile,2023-01-08 11:43:00
3054,4348,70,PASS,True,True,REJECTED,No issues detected,2025-03-31 23:05:00
3055,5897,78,PASS,True,True,REJECTED,Additional documents required,2023-07-10 05:01:00
3056,9892,91,PASS,True,True,REJECTED,Additional documents required,2025-05-20 04:44:00
3057,655,34,PASS,True,False,PENDING,Additional documents required,2024-08-02 12:18:00
3058,7540,51,PASS,True,False,PENDING,Additional documents required,2025-02-20 05:52:00
3059,2613,31,PASS,False,True,PENDING,KYC verified,2024-03-25 15:58:00
3060,356,24,PASS,False,True,APPROVED,KYC verified,2023-05-20 07:43:00
3061,2871,30,PASS,False,True,PENDING,Additional documents required,2024-03-09 19:12:00
3062,9907,10,PASS,True,True,APPROVED,High-risk profile,2023-11-01 15:42:00
3063,5379,11,REVIEW,False,True,APPROVED,High-risk profile,2023-12-06 10:55:00
3064,9313,56,PASS,True,True,PENDING,No issues detected,2023-02-28 14:20:00
3065,6445,1,PASS,True,True,APPROVED,Additional documents required,2023-08-15 03:01:00
3066,2467,93,REVIEW,False,False,REJECTED,High-risk profile,2023-07-08 13:40:00
3067,6786,10,REVIEW,True,False,APPROVED,High-risk profile,2024-04-23 06:13:00
3068,7258,4,PASS,False,True,APPROVED,Additional documents required,2023-11-02 23:30:00
3069,5132,79,PASS,False,True,REJECTED,AML review pending,2024-01-23 01:21:00
3070,7749,5,PASS,False,True,APPROVED,Additional documents required,2023-03-28 23:52:00
3071,7117,87,PASS,False,True,REJECTED,High-risk profile,2024-05-22 08:01:00
3072,9326,48,REVIEW,False,True,PENDING,KYC verified,2024-04-09 13:08:00
3073,6633,91,PASS,False,False,REJECTED,AML review pending,2025-05-12 01:15:00
3074,9400,37,PASS,False,False,PENDING,No issues detected,2024-02-26 23:04:00
3075,9619,28,PASS,False,False,APPROVED,No issues detected,2023-08-02 03:33:00
3076,8292,77,PASS,False,False,REJECTED,KYC verified,2025-03-19 02:16:00
3077,3401,90,PASS,False,False,REJECTED,AML review pending,2025-06-06 09:38:00
3078,3645,96,FAIL,False,False,REJECTED,KYC verified,2023-08-10 04:08:00
3079,8980,92,PASS,True,True,REJECTED,AML review pending,2023-05-14 03:10:00
3080,3736,44,PASS,True,True,PENDING,Additional documents required,2024-09-22 09:35:00
3081,2677,95,PASS,True,False,REJECTED,High-risk profile,2024-12-02 14:27:00
3082,2648,82,PASS,False,False,REJECTED,KYC verified,2023-11-04 05:52:00
3083,8624,65,PASS,True,True,PENDING,High-risk profile,2025-05-17 16:49:00
3084,7915,84,PASS,False,True,REJECTED,High-risk profile,2024-06-22 20:34:00
3085,1263,90,FAIL,True,False,REJECTED,No issues detected,2024-06-18 01:24:00
3086,7661,40,PASS,False,False,PENDING,KYC verified,2024-10-19 11:25:00
3087,7019,66,PASS,False,False,PENDING,Additional documents required,2025-02-10 21:20:00
3088,7288,1,PASS,False,True,APPROVED,KYC verified,2024-11-25 17:15:00
3089,2306,74,PASS,False,False,REJECTED,Additional documents required,2025-05-09 17:03:00
3090,5839,42,REVIEW,False,False,PENDING,AML review pending,2023-01-08 03:26:00
3091,6531,67,PASS,False,False,PENDING,AML review pending,2023-12-05 15:42:00
3092,7061,61,PASS,True,True,PENDING,High-risk profile,2023-04-13 05:16:00
3093,6799,67,REVIEW,True,False,PENDING,KYC verified,2024-06-20 14:21:00
3094,5782,49,PASS,True,True,PENDING,Additional documents required,2024-01-01 02:26:00
3095,8394,9,PASS,False,False,APPROVED,KYC verified,2023-09-20 09:16:00
3096,6661,68,REVIEW,False,True,PENDING,No issues detected,2023-05-28 06:12:00
3097,7700,41,REVIEW,True,False,PENDING,KYC verified,2025-03-05 07:53:00
3098,4888,6,REVIEW,False,True,APPROVED,Additional documents required,2023-09-09 13:12:00
3099,2841,8,PASS,False,True,APPROVED,No issues detected,2024-06-08 20:26:00
3100,499,29,FAIL,False,True,APPROVED,Additional documents required,2024-09-18 23:34:00
3101,9567,2,PASS,True,False,APPROVED,No issues detected,2023-10-03 21:37:00
3102,2211,63,REVIEW,False,True,PENDING,No issues detected,2024-05-11 18:56:00
3103,6378,47,PASS,True,False,PENDING,AML review pending,2023-10-03 03:13:00
3104,6188,46,PASS,False,False,PENDING,No issues detected,2023-02-13 14:13:00
3105,3650,64,PASS,True,False,PENDING,No issues detected,2023-01-15 18:20:00
3106,740,71,PASS,False,True,REJECTED,Additional documents required,2025-04-28 20:48:00
3107,2411,35,PASS,True,True,PENDING,KYC verified,2025-01-04 19:16:00
3108,2293,98,PASS,False,True,REJECTED,High-risk profile,2023-12-29 16:38:00
3109,3726,6,PASS,False,False,APPROVED,High-risk profile,2023-07-15 09:09:00
3110,5941,59,PASS,True,False,PENDING,KYC verified,2023-10-20 17:27:00
3111,8564,35,PASS,True,True,PENDING,No issues detected,2024-06-09 13:47:00
3112,5243,78,PASS,False,False,REJECTED,KYC verified,2024-06-18 23:08:00
3113,3601,32,PASS,False,True,PENDING,AML review pending,2024-08-07 13:10:00
3114,4587,92,PASS,False,False,REJECTED,AML review pending,2025-01-09 17:24:00
3115,3154,57,PASS,False,False,PENDING,Additional documents required,2024-06-12 06:06:00
3116,1417,85,PASS,True,False,REJECTED,No issues detected,2025-05-13 18:13:00
3117,2404,100,REVIEW,False,False,REJECTED,No issues detected,2024-05-27 04:18:00
3118,9728,71,REVIEW,False,True,REJECTED,Additional documents required,2023-11-16 13:39:00
3119,3606,19,PASS,True,False,APPROVED,No issues detected,2023-05-17 14:46:00
3120,2806,20,PASS,True,True,APPROVED,High-risk profile,2024-05-29 18:01:00
3121,8883,92,PASS,False,True,REJECTED,No issues detected,2023-11-20 08:55:00
3122,5292,75,PASS,True,False,REJECTED,High-risk profile,2023-10-15 14:28:00
3123,9722,26,PASS,True,False,APPROVED,Additional documents required,2024-05-23 10:20:00
3124,9555,46,PASS,False,True,PENDING,No issues detected,2024-04-18 16:04:00
3125,9971,66,PASS,False,True,PENDING,High-risk profile,2024-08-17 09:23:00
3126,4319,65,PASS,False,False,PENDING,Additional documents required,2025-04-26 17:13:00
3127,277,20,PASS,False,True,APPROVED,Additional documents required,2024-06-21 00:55:00
3128,1783,88,PASS,True,False,REJECTED,KYC verified,2023-09-01 18:25:00
3129,9291,20,PASS,False,True,APPROVED,No issues detected,2024-07-14 17:06:00
3130,8003,4,PASS,False,False,APPROVED,No issues detected,2025-02-24 04:52:00
3131,9604,59,PASS,False,True,PENDING,No issues detected,2023-02-07 03:03:00
3132,9941,71,REVIEW,True,False,REJECTED,No issues detected,2024-07-22 04:24:00
3133,9953,39,REVIEW,True,True,PENDING,AML review pending,2024-11-09 13:42:00
3134,7541,42,PASS,False,True,PENDING,Additional documents required,2023-02-15 13:31:00
3135,218,58,REVIEW,False,True,PENDING,KYC verified,2023-12-13 11:44:00
3136,3573,85,PASS,False,False,REJECTED,KYC verified,2025-02-23 05:53:00
3137,537,87,PASS,True,False,REJECTED,No issues detected,2024-11-28 10:28:00
3138,3648,95,PASS,False,False,REJECTED,KYC verified,2024-09-09 21:56:00
3139,3429,69,PASS,True,False,PENDING,KYC verified,2023-11-15 11:32:00
3140,1678,84,PASS,True,False,REJECTED,KYC verified,2023-11-12 15:03:00
3141,1866,57,PASS,False,True,PENDING,KYC verified,2023-07-23 12:34:00
3142,7314,58,PASS,True,True,PENDING,AML review pending,2024-08-19 20:28:00
3143,6986,46,PASS,False,False,PENDING,High-risk profile,2025-04-03 20:17:00
3144,3800,98,REVIEW,False,False,REJECTED,AML review pending,2024-08-11 09:01:00
3145,3571,56,REVIEW,False,False,PENDING,Additional documents required,2025-04-13 00:04:00
3146,3413,85,REVIEW,False,False,REJECTED,AML review pending,2025-02-15 15:32:00
3147,9854,21,REVIEW,True,False,APPROVED,Additional documents required,2024-04-08 22:58:00
3148,3415,72,PASS,True,True,REJECTED,AML review pending,2023-04-17 16:25:00
3149,4986,91,PASS,True,True,REJECTED,Additional documents required,2024-07-26 11:58:00
3150,6109,95,PASS,False,False,REJECTED,No issues detected,2023-11-04 02:24:00
3151,393,50,REVIEW,True,False,PENDING,AML review pending,2023-09-11 18:27:00
3152,4172,61,PASS,True,False,PENDING,No issues detected,2025-03-24 12:54:00
3153,1349,84,REVIEW,False,False,REJECTED,No issues detected,2024-01-01 17:18:00
3154,49,57,PASS,True,True,PENDING,KYC verified,2023-04-28 13:04:00
3155,9250,52,PASS,False,True,PENDING,Additional documents required,2024-06-09 21:06:00
3156,7857,36,PASS,True,False,PENDING,No issues detected,2025-03-17 09:53:00
3157,4716,58,PASS,True,True,PENDING,No issues detected,2023-07-28 22:31:00
3158,3955,82,FAIL,True,True,REJECTED,High-risk profile,2024-02-19 09:42:00
3159,485,96,PASS,False,True,REJECTED,KYC verified,2025-05-23 20:22:00
3160,7413,49,PASS,False,False,PENDING,High-risk profile,2024-07-25 06:26:00
3161,5136,18,PASS,True,False,APPROVED,Additional documents required,2024-03-21 02:00:00
3162,2190,17,PASS,True,False,APPROVED,No issues detected,2025-04-10 01:08:00
3163,3421,10,PASS,False,True,APPROVED,High-risk profile,2024-08-25 17:02:00
3164,265,95,PASS,False,True,REJECTED,AML review pending,2024-05-14 11:39:00
3165,6613,36,PASS,False,True,PENDING,No issues detected,2023-06-03 20:19:00
3166,5742,100,PASS,False,False,REJECTED,AML review pending,2023-06-18 06:15:00
3167,861,49,PASS,False,True,PENDING,High-risk profile,2024-03-20 09:08:00
3168,1090,28,PASS,False,False,APPROVED,No issues detected,2025-02-08 04:24:00
3169,2588,75,PASS,False,False,REJECTED,High-risk profile,2024-10-10 10:22:00
3170,4893,12,PASS,True,True,APPROVED,No issues detected,2025-05-21 08:51:00
3171,5481,96,PASS,True,False,REJECTED,AML review pending,2023-11-28 00:11:00
3172,6543,71,PASS,True,True,REJECTED,No issues detected,2024-11-30 08:56:00
3173,3952,97,FAIL,True,False,REJECTED,AML review pending,2023-01-01 09:30:00
3174,1372,95,PASS,False,False,REJECTED,No issues detected,2023-10-10 12:46:00
3175,1521,46,PASS,False,False,PENDING,No issues detected,2025-04-29 06:09:00
3176,2196,9,REVIEW,True,False,APPROVED,KYC verified,2025-04-23 10:13:00
3177,7223,32,PASS,False,False,PENDING,KYC verified,2024-08-20 10:18:00
3178,8657,90,REVIEW,True,True,REJECTED,KYC verified,2024-06-10 06:03:00
3179,3985,62,PASS,True,True,PENDING,AML review pending,2025-01-10 22:34:00
3180,7097,30,PASS,False,True,PENDING,KYC verified,2023-04-05 02:16:00
3181,1272,71,PASS,True,True,REJECTED,No issues detected,2025-03-30 00:31:00
3182,5245,68,PASS,True,False,PENDING,High-risk profile,2024-11-18 12:40:00
3183,8978,83,PASS,True,True,REJECTED,High-risk profile,2025-05-09 01:26:00
3184,4005,26,REVIEW,True,False,APPROVED,AML review pending,2025-04-21 18:42:00
3185,201,26,PASS,True,True,APPROVED,Additional documents required,2023-07-03 22:47:00
3186,5493,56,FAIL,False,True,PENDING,AML review pending,2023-02-25 05:32:00
3187,1566,37,PASS,True,True,PENDING,High-risk profile,2025-04-30 04:10:00
3188,5162,14,PASS,False,True,APPROVED,KYC verified,2024-02-23 15:02:00
3189,3372,32,REVIEW,True,True,PENDING,Additional documents required,2023-04-08 12:27:00
3190,517,5,FAIL,True,True,APPROVED,Additional documents required,2025-05-23 04:17:00
3191,6190,48,PASS,True,True,PENDING,No issues detected,2024-11-11 05:03:00
3192,1866,10,PASS,False,False,APPROVED,Additional documents required,2025-02-14 01:54:00
3193,3733,25,PASS,False,True,APPROVED,No issues detected,2023-08-17 18:06:00
3194,2594,28,PASS,False,False,APPROVED,High-risk profile,2024-01-23 03:50:00
3195,3549,17,PASS,False,False,APPROVED,AML review pending,2024-11-26 09:21:00
3196,2839,1,PASS,False,False,APPROVED,Additional documents required,2024-09-16 14:27:00
3197,9558,7,FAIL,True,False,APPROVED,High-risk profile,2023-10-02 05:47:00
3198,3974,81,PASS,False,True,REJECTED,No issues detected,2024-10-13 21:30:00
3199,1510,52,PASS,True,False,PENDING,High-risk profile,2024-04-28 07:22:00
3200,4383,9,PASS,False,True,APPROVED,AML review pending,2024-01-15 10:36:00
3201,8371,82,PASS,False,False,REJECTED,AML review pending,2025-03-17 07:55:00
3202,3591,48,PASS,False,True,PENDING,AML review pending,2023-04-18 08:30:00
3203,6453,35,PASS,False,True,PENDING,AML review pending,2025-06-18 14:49:00
3204,6681,90,PASS,False,True,REJECTED,Additional documents required,2023-08-02 17:37:00
3205,6362,91,PASS,True,False,REJECTED,KYC verified,2023-10-24 06:56:00
3206,7499,21,REVIEW,False,True,APPROVED,No issues detected,2023-12-13 15:05:00
3207,4696,28,PASS,False,False,APPROVED,Additional documents required,2023-08-18 10:17:00
3208,1660,53,PASS,True,False,PENDING,No issues detected,2024-11-15 18:01:00
3209,9969,31,PASS,True,False,PENDING,KYC verified,2024-04-26 18:40:00
3210,1365,65,PASS,True,False,PENDING,KYC verified,2023-12-29 07:43:00
3211,3412,64,PASS,False,True,PENDING,High-risk profile,2023-01-30 07:01:00
3212,67,99,REVIEW,False,False,REJECTED,High-risk profile,2024-12-08 05:49:00
3213,2293,72,PASS,False,True,REJECTED,KYC verified,2024-07-21 22:01:00
