transaction_id,investment_id,user_id,fund_id,transaction_type,amount,units,nav,stamp_duty,exit_load,settlement_date,status,created_at
1898,1898,1138,227,SIP,3000,15.1906,197.49,0.15,0.0,2022-10-06,SUCCESS,2022-10-06 10:44:00
1899,1899,1335,101,SIP,500,6.8861,72.61,0.03,0.0,2024-08-18,SETTLED,2024-08-18 18:20:00
1900,1900,936,38,PURCHASE,25000,113.7087,219.86,1.25,0.0,2025-12-23,SUCCESS,2025-12-23 16:35:00
1901,1901,2974,72,SIP,2000,19.3498,103.36,0.1,0.0,2025-03-05,SETTLED,2025-03-05 17:16:00
1902,1902,9213,50,PURCHASE,50000,263.3519,189.86,2.5,0.0,2025-07-14,FAILED,2025-07-14 12:43:00
1903,1903,3531,94,REDEMPTION,50000,231.9109,215.6,2.5,500.0,2022-12-18,SETTLED,2022-12-18 14:28:00
1904,1904,5171,230,REDEMPTION,5000,337.1544,14.83,0.25,50.0,2025-12-29,SETTLED,2025-12-29 11:57:00
1905,1905,4905,167,REDEMPTION,1500,16.6982,89.83,0.07,15.0,2025-07-05,PENDING,2025-07-05 14:27:00
1906,1906,9532,76,SIP,1500,13.9795,107.3,0.07,0.0,2025-09-05,PENDING,2025-09-05 13:42:00
1907,1907,8162,85,PURCHASE,2000,17.1204,116.82,0.1,0.0,2023-10-24,PENDING,2023-10-24 16:57:00
1908,1908,1011,249,SIP,10000,67.6636,147.79,0.5,0.0,2025-01-26,SETTLED,2025-01-26 13:58:00
1909,1909,4046,2,SIP,500,3.5149,142.25,0.03,0.0,2025-05-26,SETTLED,2025-05-26 16:56:00
1910,1910,9875,224,REDEMPTION,10000,78.3515,127.63,0.5,100.0,2024-05-09,SUCCESS,2024-05-09 10:04:00
1911,1911,2599,157,PURCHASE,500,8.7689,57.02,0.03,0.0,2022-09-19,FAILED,2022-09-19 09:35:00
1912,1912,8095,200,PURCHASE,25000,217.0893,115.16,1.25,0.0,2022-02-10,SUCCESS,2022-02-10 17:46:00
1913,1913,4850,68,STP,500,18.6776,26.77,0.03,5.0,2022-06-11,FAILED,2022-06-11 10:24:00
1914,1914,3729,61,SIP,3000,15.943,188.17,0.15,0.0,2025-01-15,PENDING,2025-01-15 12:19:00
1915,1915,1995,39,SIP,25000,139.1595,179.65,1.25,0.0,2025-04-13,SUCCESS,2025-04-13 15:54:00
1916,1916,1173,146,REDEMPTION,50000,562.3032,88.92,2.5,500.0,2025-06-09,PENDING,2025-06-09 17:32:00
1917,1917,9223,190,PURCHASE,25000,111.2892,224.64,1.25,0.0,2023-01-23,SUCCESS,2023-01-23 18:33:00
1918,1918,4693,110,STP,500,2.8547,175.15,0.03,5.0,2024-07-26,PENDING,2024-07-26 15:31:00
1919,1919,3544,131,SIP,5000,24.893,200.86,0.25,0.0,2023-01-29,PENDING,2023-01-29 10:47:00
1920,1920,1647,137,PURCHASE,500,1.8896,264.61,0.03,0.0,2022-02-14,SETTLED,2022-02-14 10:42:00
1921,1921,2381,98,SIP,25000,359.9712,69.45,1.25,0.0,2023-06-10,SUCCESS,2023-06-10 16:57:00
1922,1922,9489,23,SIP,1000,3.382,295.68,0.05,0.0,2022-08-19,SUCCESS,2022-08-19 17:52:00
1923,1923,503,73,SIP,1000,5.6799,176.06,0.05,0.0,2023-01-13,SUCCESS,2023-01-13 10:04:00
1924,1924,2224,94,PURCHASE,3000,46.4612,64.57,0.15,0.0,2023-05-31,SETTLED,2023-05-31 13:25:00
1925,1925,2639,49,SIP,1000,3.4118,293.1,0.05,0.0,2025-12-24,PENDING,2025-12-24 11:37:00
1926,1926,9490,27,SIP,25000,204.6329,122.17,1.25,0.0,2025-12-15,SETTLED,2025-12-15 15:05:00
1927,1927,7953,237,SIP,10000,76.6401,130.48,0.5,0.0,2023-04-29,FAILED,2023-04-29 11:00:00
1928,1928,5179,197,SWP,10000,42.5731,234.89,0.5,100.0,2022-06-18,PENDING,2022-06-18 15:05:00
1929,1929,4426,172,SIP,5000,18.5281,269.86,0.25,0.0,2025-12-18,PENDING,2025-12-18 12:44:00
1930,1930,6407,122,SIP,3000,54.9451,54.6,0.15,0.0,2023-02-21,PENDING,2023-02-21 15:21:00
1931,1931,3269,185,SIP,3000,18.2249,164.61,0.15,0.0,2025-03-24,SUCCESS,2025-03-24 12:03:00
1932,1932,2762,90,PURCHASE,1000,51.2033,19.53,0.05,0.0,2024-08-28,FAILED,2024-08-28 15:28:00
1933,1933,5965,99,SIP,1000,18.3621,54.46,0.05,0.0,2022-07-13,SUCCESS,2022-07-13 09:38:00
1934,1934,4786,111,SIP,50000,402.4793,124.23,2.5,0.0,2024-03-06,SUCCESS,2024-03-06 17:18:00
1935,1935,8449,67,SIP,1000,18.498,54.06,0.05,0.0,2025-12-09,SETTLED,2025-12-09 10:36:00
1936,1936,6173,209,SIP,25000,487.4244,51.29,1.25,0.0,2022-03-07,PENDING,2022-03-07 16:00:00
1937,1937,2092,153,PURCHASE,1000,17.4034,57.46,0.05,0.0,2025-01-27,SUCCESS,2025-01-27 10:07:00
1938,1938,5687,64,SIP,3000,46.2463,64.87,0.15,0.0,2025-05-24,SUCCESS,2025-05-24 15:13:00
1939,1939,5573,134,REDEMPTION,10000,167.6446,59.65,0.5,100.0,2022-01-23,SUCCESS,2022-01-23 11:44:00
1940,1940,7437,159,SIP,10000,40.3959,247.55,0.5,0.0,2025-11-19,PENDING,2025-11-19 17:52:00
1941,1941,4811,152,STP,5000,35.6812,140.13,0.25,50.0,2024-01-23,PENDING,2024-01-23 09:31:00
1942,1942,9462,228,SIP,500,3.2906,151.95,0.03,0.0,2025-12-09,PENDING,2025-12-09 16:55:00
1943,1943,8793,182,SIP,1500,10.8719,137.97,0.07,0.0,2025-07-11,SUCCESS,2025-07-11 14:44:00
1944,1944,4940,125,STP,50000,2447.3813,20.43,2.5,500.0,2023-02-24,FAILED,2023-02-24 09:54:00
1945,1945,2463,206,SIP,2000,26.2192,76.28,0.1,0.0,2022-06-05,PENDING,2022-06-05 13:36:00
1946,1946,2964,147,STP,5000,36.4485,137.18,0.25,50.0,2022-12-10,SETTLED,2022-12-10 18:53:00
1947,1947,4153,111,SIP,10000,191.168,52.31,0.5,0.0,2025-02-21,FAILED,2025-02-21 18:55:00
1948,1948,6161,120,SIP,50000,299.958,166.69,2.5,0.0,2025-03-22,SETTLED,2025-03-22 18:34:00
1949,1949,8025,9,REDEMPTION,50000,706.8137,70.74,2.5,500.0,2022-12-27,SETTLED,2022-12-27 12:23:00
1950,1950,8175,224,SWP,1500,6.4842,231.33,0.07,15.0,2023-01-29,PENDING,2023-01-29 14:39:00
1951,1951,1031,169,SIP,50000,889.9964,56.18,2.5,0.0,2025-05-22,SUCCESS,2025-05-22 15:59:00
1952,1952,3550,144,SIP,500,2.9061,172.05,0.03,0.0,2024-08-23,SETTLED,2024-08-23 13:24:00
1953,1953,1769,184,PURCHASE,1000,10.6474,93.92,0.05,0.0,2023-01-05,SETTLED,2023-01-05 14:39:00
1954,1954,6703,76,SIP,1000,78.7402,12.7,0.05,0.0,2024-06-13,PENDING,2024-06-13 13:04:00
1955,1955,6982,227,PURCHASE,25000,168.9189,148.0,1.25,0.0,2022-09-20,SUCCESS,2022-09-20 17:28:00
1956,1956,7491,238,SIP,3000,34.634,86.62,0.15,0.0,2022-12-16,PENDING,2022-12-16 11:33:00
1957,1957,5332,79,SIP,3000,20.1356,148.99,0.15,0.0,2025-05-12,FAILED,2025-05-12 18:02:00
1958,1958,3589,59,SIP,50000,579.3071,86.31,2.5,0.0,2023-02-15,PENDING,2023-02-15 12:36:00
1959,1959,9148,59,SIP,25000,117.5973,212.59,1.25,0.0,2023-12-19,FAILED,2023-12-19 14:12:00
1960,1960,8330,163,SIP,10000,63.5082,157.46,0.5,0.0,2025-12-02,SUCCESS,2025-12-02 14:56:00
1961,1961,4468,2,REDEMPTION,2000,13.5465,147.64,0.1,20.0,2025-01-15,SUCCESS,2025-01-15 11:47:00
1962,1962,2860,17,STP,3000,33.4039,89.81,0.15,30.0,2023-01-06,PENDING,2023-01-06 14:24:00
1963,1963,7607,3,SWP,3000,27.4223,109.4,0.15,30.0,2025-03-25,PENDING,2025-03-25 11:39:00
1964,1964,3102,37,SIP,50000,184.7268,270.67,2.5,0.0,2025-05-02,PENDING,2025-05-02 16:59:00
1965,1965,7778,95,REDEMPTION,50000,357.7562,139.76,2.5,500.0,2025-06-14,FAILED,2025-06-14 18:48:00
1966,1966,232,87,SIP,25000,250.1501,99.94,1.25,0.0,2025-03-25,PENDING,2025-03-25 16:16:00
1967,1967,5774,185,PURCHASE,500,3.0438,164.27,0.03,0.0,2022-07-08,FAILED,2022-07-08 12:09:00
1968,1968,6594,248,PURCHASE,3000,12.7524,235.25,0.15,0.0,2023-02-27,FAILED,2023-02-27 13:38:00
1969,1969,7922,182,SIP,50000,214.5186,233.08,2.5,0.0,2023-06-29,FAILED,2023-06-29 17:07:00
1970,1970,7877,165,SIP,10000,37.3734,267.57,0.5,0.0,2022-10-09,SETTLED,2022-10-09 13:10:00
1971,1971,7985,32,SIP,1500,12.0019,124.98,0.07,0.0,2022-06-07,SETTLED,2022-06-07 10:22:00
1972,1972,3739,126,SIP,2000,7.6002,263.15,0.1,0.0,2025-10-23,FAILED,2025-10-23 12:54:00
1973,1973,7739,70,SIP,25000,124.1681,201.34,1.25,0.0,2023-12-09,SETTLED,2023-12-09 09:53:00
1974,1974,7,191,SIP,500,2.7083,184.62,0.03,0.0,2025-02-19,SETTLED,2025-02-19 09:51:00
1975,1975,2673,12,PURCHASE,50000,266.9657,187.29,2.5,0.0,2025-04-19,FAILED,2025-04-19 12:36:00
1976,1976,4762,159,STP,3000,26.5887,112.83,0.15,30.0,2024-05-20,FAILED,2024-05-20 11:23:00
1977,1977,2720,87,SIP,10000,43.3163,230.86,0.5,0.0,2022-12-03,SUCCESS,2022-12-03 10:18:00
1978,1978,7267,40,PURCHASE,25000,107.2041,233.2,1.25,0.0,2022-08-12,PENDING,2022-08-12 17:00:00
1979,1979,255,222,SIP,1000,4.1677,239.94,0.05,0.0,2023-02-25,SETTLED,2023-02-25 17:07:00
1980,1980,6512,126,PURCHASE,2000,91.7852,21.79,0.1,0.0,2022-04-25,FAILED,2022-04-25 10:00:00
1981,1981,7578,33,REDEMPTION,500,2.3548,212.33,0.03,5.0,2022-06-05,PENDING,2022-06-05 18:57:00
1982,1982,9525,215,SIP,2000,20.5698,97.23,0.1,0.0,2023-04-24,SETTLED,2023-04-24 11:19:00
1983,1983,4484,119,PURCHASE,3000,17.0425,176.03,0.15,0.0,2023-09-10,SUCCESS,2023-09-10 17:00:00
1984,1984,905,145,SIP,10000,195.3125,51.2,0.5,0.0,2024-12-06,PENDING,2024-12-06 12:32:00
1985,1985,1505,62,SIP,1000,4.2483,235.39,0.05,0.0,2022-10-10,SUCCESS,2022-10-10 15:28:00
1986,1986,8246,141,SIP,25000,1375.1375,18.18,1.25,0.0,2022-03-13,FAILED,2022-03-13 12:54:00
1987,1987,7797,124,REDEMPTION,10000,40.9484,244.21,0.5,100.0,2025-12-24,SETTLED,2025-12-24 14:11:00
1988,1988,365,249,SIP,50000,178.3358,280.37,2.5,0.0,2022-08-04,PENDING,2022-08-04 12:05:00
1989,1989,479,180,SIP,1500,29.8389,50.27,0.07,0.0,2022-05-29,SETTLED,2022-05-29 16:23:00
1990,1990,7207,244,PURCHASE,500,2.6905,185.84,0.03,0.0,2023-06-18,SUCCESS,2023-06-18 16:38:00
1991,1991,9085,72,SIP,1000,4.5593,219.33,0.05,0.0,2022-07-27,PENDING,2022-07-27 10:02:00
1992,1992,3625,108,PURCHASE,50000,208.5767,239.72,2.5,0.0,2025-06-19,SUCCESS,2025-06-19 11:11:00
1993,1993,7399,242,REDEMPTION,1000,7.5552,132.36,0.05,10.0,2024-03-05,PENDING,2024-03-05 18:53:00
1994,1994,9820,205,SIP,1000,10.5219,95.04,0.05,0.0,2024-01-09,SUCCESS,2024-01-09 11:02:00
1995,1995,7394,5,SIP,5000,98.6777,50.67,0.25,0.0,2025-01-07,SUCCESS,2025-01-07 17:52:00
1996,1996,5095,42,SIP,3000,15.7978,189.9,0.15,0.0,2025-05-11,SETTLED,2025-05-11 13:55:00
1997,1997,3990,85,SIP,25000,142.442,175.51,1.25,0.0,2025-09-27,SETTLED,2025-09-27 09:36:00
1998,1998,3032,46,SWP,1000,3.3656,297.12,0.05,10.0,2022-10-30,SUCCESS,2022-10-30 15:12:00
1999,1999,4302,36,SWP,500,2.3611,211.77,0.03,5.0,2023-06-29,SETTLED,2023-06-29 13:55:00
2000,2000,4575,147,SIP,50000,262.7568,190.29,2.5,0.0,2022-09-13,FAILED,2022-09-13 13:48:00
2001,2001,5042,229,SIP,5000,82.8226,60.37,0.25,0.0,2025-11-12,SUCCESS,2025-11-12 15:02:00
2002,2002,9673,14,REDEMPTION,25000,99.0256,252.46,1.25,250.0,2022-07-10,SETTLED,2022-07-10 15:17:00
2003,2003,3775,172,PURCHASE,1500,11.3173,132.54,0.07,0.0,2025-02-03,SUCCESS,2025-02-03 18:26:00
2004,2004,5719,136,PURCHASE,2000,26.3783,75.82,0.1,0.0,2022-01-22,FAILED,2022-01-22 15:23:00
2005,2005,4997,125,STP,3000,56.0852,53.49,0.15,30.0,2024-07-11,PENDING,2024-07-11 14:44:00
2006,2006,2412,41,PURCHASE,50000,591.8561,84.48,2.5,0.0,2022-05-28,FAILED,2022-05-28 18:11:00
2007,2007,2624,184,SIP,3000,15.0053,199.93,0.15,0.0,2025-06-27,PENDING,2025-06-27 11:31:00
2008,2008,1280,40,STP,10000,56.7988,176.06,0.5,100.0,2023-04-29,FAILED,2023-04-29 15:19:00
2009,2009,2213,199,PURCHASE,10000,93.423,107.04,0.5,0.0,2023-07-19,FAILED,2023-07-19 11:15:00
2010,2010,1549,139,SIP,50000,221.3075,225.93,2.5,0.0,2024-03-24,SUCCESS,2024-03-24 12:20:00
2011,2011,2998,13,SIP,1500,18.6521,80.42,0.07,0.0,2024-02-20,SUCCESS,2024-02-20 17:29:00
2012,2012,5604,212,SIP,5000,16.8657,296.46,0.25,0.0,2022-01-13,SETTLED,2022-01-13 10:14:00
2013,2013,5510,4,SIP,500,3.951,126.55,0.03,0.0,2023-07-19,FAILED,2023-07-19 11:42:00
2014,2014,7897,105,SIP,500,4.6292,108.01,0.03,0.0,2022-06-15,SUCCESS,2022-06-15 09:22:00
2015,2015,4145,114,STP,10000,37.8874,263.94,0.5,100.0,2023-11-01,FAILED,2023-11-01 16:30:00
2016,2016,7201,180,SIP,50000,251.004,199.2,2.5,0.0,2024-11-19,SETTLED,2024-11-19 14:07:00
2017,2017,8529,112,SIP,3000,11.4978,260.92,0.15,0.0,2022-02-17,FAILED,2022-02-17 14:17:00
2018,2018,3147,244,REDEMPTION,50000,335.7733,148.91,2.5,500.0,2022-04-15,FAILED,2022-04-15 09:08:00
2019,2019,5522,132,SIP,25000,274.0327,91.23,1.25,0.0,2025-07-29,PENDING,2025-07-29 16:47:00
2020,2020,8622,50,SWP,1500,12.9177,116.12,0.07,15.0,2025-04-08,SETTLED,2025-04-08 14:56:00
2021,2021,3793,164,PURCHASE,3000,15.3838,195.01,0.15,0.0,2023-04-12,SUCCESS,2023-04-12 13:09:00
2022,2022,575,156,SIP,50000,231.0002,216.45,2.5,0.0,2022-07-12,SETTLED,2022-07-12 17:14:00
2023,2023,5448,216,PURCHASE,3000,18.5862,161.41,0.15,0.0,2025-03-07,SETTLED,2025-03-07 15:52:00
2024,2024,7059,178,STP,5000,21.1229,236.71,0.25,50.0,2024-02-23,SUCCESS,2024-02-23 12:29:00
2025,2025,6181,112,SIP,1500,20.7412,72.32,0.07,0.0,2025-12-20,SUCCESS,2025-12-20 14:28:00
2026,2026,5574,188,STP,50000,644.6622,77.56,2.5,500.0,2025-10-15,PENDING,2025-10-15 12:31:00
2027,2027,6196,198,REDEMPTION,5000,25.5898,195.39,0.25,50.0,2024-09-03,FAILED,2024-09-03 17:50:00
2028,2028,7601,22,SIP,25000,363.7951,68.72,1.25,0.0,2024-04-27,FAILED,2024-04-27 09:17:00
2029,2029,726,172,PURCHASE,5000,19.6781,254.09,0.25,0.0,2022-03-31,SETTLED,2022-03-31 12:47:00
2030,2030,3602,29,SIP,2000,63.3714,31.56,0.1,0.0,2024-05-20,FAILED,2024-05-20 17:47:00
2031,2031,1681,152,PURCHASE,500,8.6296,57.94,0.03,0.0,2022-10-25,SETTLED,2022-10-25 13:05:00
2032,2032,4556,238,SIP,2000,26.9578,74.19,0.1,0.0,2024-12-31,SUCCESS,2024-12-31 16:22:00
2033,2033,269,179,SIP,10000,48.7424,205.16,0.5,0.0,2023-12-12,PENDING,2023-12-12 11:30:00
2034,2034,5350,45,SIP,1500,12.6721,118.37,0.07,0.0,2024-12-31,SETTLED,2024-12-31 13:17:00
2035,2035,8438,60,PURCHASE,1000,20.7426,48.21,0.05,0.0,2023-07-26,SUCCESS,2023-07-26 15:48:00
2036,2036,6499,237,REDEMPTION,2000,7.757,257.83,0.1,20.0,2022-11-23,SUCCESS,2022-11-23 17:53:00
2037,2037,2702,131,SIP,1000,4.3877,227.91,0.05,0.0,2023-07-31,PENDING,2023-07-31 13:24:00
2038,2038,6528,217,SIP,2000,24.8016,80.64,0.1,0.0,2023-02-19,FAILED,2023-02-19 16:13:00
2039,2039,9398,202,PURCHASE,10000,54.4959,183.5,0.5,0.0,2025-08-20,SUCCESS,2025-08-20 14:44:00
2040,2040,7479,220,SIP,1500,63.8026,23.51,0.07,0.0,2023-09-01,FAILED,2023-09-01 09:01:00
2041,2041,8114,101,SIP,1000,4.0098,249.39,0.05,0.0,2025-08-21,SETTLED,2025-08-21 10:48:00
2042,2042,2744,207,PURCHASE,500,2.4347,205.36,0.03,0.0,2024-04-23,PENDING,2024-04-23 12:28:00
2043,2043,6122,12,PURCHASE,3000,81.5217,36.8,0.15,0.0,2023-06-30,PENDING,2023-06-30 15:14:00
2044,2044,1688,12,SIP,2000,12.7535,156.82,0.1,0.0,2025-03-18,PENDING,2025-03-18 13:09:00
2045,2045,671,116,SWP,5000,17.7708,281.36,0.25,50.0,2024-04-06,SETTLED,2024-04-06 12:16:00
2046,2046,5919,242,SIP,5000,46.9131,106.58,0.25,0.0,2023-11-21,SETTLED,2023-11-21 18:32:00
2047,2047,5490,20,SIP,1000,5.7958,172.54,0.05,0.0,2024-12-19,SUCCESS,2024-12-19 17:22:00
2048,2048,8101,213,PURCHASE,50000,663.3059,75.38,2.5,0.0,2025-01-16,SUCCESS,2025-01-16 15:14:00
2049,2049,8522,32,SIP,1000,4.5237,221.06,0.05,0.0,2023-07-09,FAILED,2023-07-09 13:52:00
2050,2050,6442,149,STP,3000,33.9789,88.29,0.15,30.0,2024-03-08,SUCCESS,2024-03-08 11:58:00
2051,2051,4451,186,SIP,2000,11.2499,177.78,0.1,0.0,2025-05-09,SUCCESS,2025-05-09 14:28:00
2052,2052,1382,165,SIP,1500,73.3496,20.45,0.07,0.0,2025-02-15,PENDING,2025-02-15 09:47:00
2053,2053,7218,116,SIP,1000,12.1109,82.57,0.05,0.0,2022-09-27,FAILED,2022-09-27 11:45:00
2054,2054,9928,71,SIP,50000,245.7365,203.47,2.5,0.0,2023-03-24,SETTLED,2023-03-24 09:33:00
2055,2055,25,99,STP,3000,60.7042,49.42,0.15,30.0,2023-10-26,SUCCESS,2023-10-26 17:58:00
2056,2056,6646,139,REDEMPTION,2000,38.5877,51.83,0.1,20.0,2023-11-02,FAILED,2023-11-02 12:17:00
2057,2057,9017,32,SIP,25000,84.0704,297.37,1.25,0.0,2024-10-08,SETTLED,2024-10-08 15:57:00
2058,2058,9175,167,REDEMPTION,500,8.5383,58.56,0.03,5.0,2022-09-24,PENDING,2022-09-24 14:18:00
2059,2059,4141,218,STP,500,5.0332,99.34,0.03,5.0,2024-02-11,PENDING,2024-02-11 09:50:00
2060,2060,8406,155,PURCHASE,50000,221.4545,225.78,2.5,0.0,2025-01-24,SETTLED,2025-01-24 16:13:00
2061,2061,3654,107,STP,1000,30.9023,32.36,0.05,10.0,2024-03-16,SETTLED,2024-03-16 14:58:00
2062,2062,7770,82,SIP,1500,11.7925,127.2,0.07,0.0,2024-09-01,PENDING,2024-09-01 13:17:00
2063,2063,2888,152,SIP,3000,18.5747,161.51,0.15,0.0,2024-08-26,SUCCESS,2024-08-26 17:12:00
2064,2064,3799,188,SIP,1000,8.8928,112.45,0.05,0.0,2023-12-14,FAILED,2023-12-14 11:58:00
2065,2065,8166,50,PURCHASE,2000,9.8266,203.53,0.1,0.0,2025-12-06,FAILED,2025-12-06 09:08:00
2066,2066,6693,20,SIP,500,1.6677,299.82,0.03,0.0,2023-10-04,PENDING,2023-10-04 16:54:00
2067,2067,4324,53,SIP,5000,59.9233,83.44,0.25,0.0,2023-03-19,PENDING,2023-03-19 17:10:00
2068,2068,9684,246,SWP,1500,6.4742,231.69,0.07,15.0,2024-08-04,SETTLED,2024-08-04 14:56:00
2069,2069,6528,107,PURCHASE,1000,4.8565,205.91,0.05,0.0,2025-03-11,PENDING,2025-03-11 10:38:00
2070,2070,8986,78,SIP,1500,31.8066,47.16,0.07,0.0,2024-04-10,SETTLED,2024-04-10 13:02:00
2071,2071,2782,70,SIP,25000,251.3321,99.47,1.25,0.0,2025-09-08,PENDING,2025-09-08 11:12:00
2072,2072,3624,192,REDEMPTION,500,4.5964,108.78,0.03,5.0,2023-09-25,PENDING,2023-09-25 17:19:00
2073,2073,3518,128,SIP,2000,18.9753,105.4,0.1,0.0,2022-02-26,PENDING,2022-02-26 18:13:00
2074,2074,9358,162,SIP,500,3.023,165.4,0.03,0.0,2025-09-29,SETTLED,2025-09-29 15:10:00
2075,2075,3718,90,SIP,1000,13.0174,76.82,0.05,0.0,2024-03-22,SETTLED,2024-03-22 14:29:00
2076,2076,8266,193,PURCHASE,50000,532.4814,93.9,2.5,0.0,2025-09-12,SETTLED,2025-09-12 17:00:00
2077,2077,7174,246,SIP,5000,17.0219,293.74,0.25,0.0,2025-03-30,SUCCESS,2025-03-30 14:34:00
2078,2078,574,46,SIP,500,3.2293,154.83,0.03,0.0,2022-10-03,FAILED,2022-10-03 13:09:00
2079,2079,5261,125,PURCHASE,1500,13.2638,113.09,0.07,0.0,2023-03-15,FAILED,2023-03-15 18:27:00
2080,2080,2189,52,PURCHASE,5000,20.2306,247.15,0.25,0.0,2022-07-19,FAILED,2022-07-19 09:25:00
2081,2081,702,69,SIP,50000,386.7873,129.27,2.5,0.0,2023-12-15,PENDING,2023-12-15 17:04:00
2082,2082,949,190,SIP,500,6.0753,82.3,0.03,0.0,2022-10-04,SUCCESS,2022-10-04 13:53:00
2083,2083,7147,152,REDEMPTION,5000,24.4176,204.77,0.25,50.0,2023-06-13,SUCCESS,2023-06-13 10:47:00
2084,2084,3605,134,SIP,50000,300.2101,166.55,2.5,0.0,2024-12-03,SETTLED,2024-12-03 11:01:00
2085,2085,2914,207,SIP,50000,355.7453,140.55,2.5,0.0,2024-05-18,SETTLED,2024-05-18 11:51:00
2086,2086,6419,64,SIP,1500,6.3294,236.99,0.07,0.0,2025-01-05,SUCCESS,2025-01-05 14:32:00
2087,2087,4073,185,SIP,5000,27.1223,184.35,0.25,0.0,2024-04-28,SETTLED,2024-04-28 12:21:00
2088,2088,2476,235,SIP,5000,26.0376,192.03,0.25,0.0,2024-09-08,SUCCESS,2024-09-08 13:27:00
2089,2089,9729,200,SIP,500,1.7963,278.35,0.03,0.0,2025-09-12,SUCCESS,2025-09-12 13:59:00
2090,2090,4335,250,SIP,500,1.8687,267.57,0.03,0.0,2025-12-07,PENDING,2025-12-07 14:21:00
2091,2091,9997,114,SIP,50000,207.7447,240.68,2.5,0.0,2025-10-17,SUCCESS,2025-10-17 18:51:00
2092,2092,9520,196,REDEMPTION,1000,4.8693,205.37,0.05,10.0,2024-12-24,FAILED,2024-12-24 13:50:00
2093,2093,8945,63,SIP,1000,5.5454,180.33,0.05,0.0,2024-01-30,FAILED,2024-01-30 17:33:00
2094,2094,5872,97,PURCHASE,3000,10.2403,292.96,0.15,0.0,2022-10-30,SUCCESS,2022-10-30 11:29:00
2095,2095,3691,216,SIP,3000,17.0678,175.77,0.15,0.0,2023-08-09,SETTLED,2023-08-09 11:58:00
2096,2096,7160,48,PURCHASE,1500,67.5068,22.22,0.07,0.0,2024-04-28,SUCCESS,2024-04-28 11:50:00
2097,2097,7248,196,STP,2000,10.408,192.16,0.1,20.0,2023-04-27,FAILED,2023-04-27 13:58:00
2098,2098,5896,143,PURCHASE,1000,6.367,157.06,0.05,0.0,2022-05-01,FAILED,2022-05-01 12:43:00
2099,2099,1338,95,SIP,5000,86.1326,58.05,0.25,0.0,2023-09-23,FAILED,2023-09-23 17:03:00
2100,2100,8881,246,SIP,500,1.7763,281.48,0.03,0.0,2025-11-03,FAILED,2025-11-03 10:30:00
2101,2101,1351,143,SIP,2000,16.8905,118.41,0.1,0.0,2023-01-07,SETTLED,2023-01-07 18:17:00
2102,2102,2359,130,PURCHASE,3000,10.6056,282.87,0.15,0.0,2025-06-03,SUCCESS,2025-06-03 13:56:00
2103,2103,483,170,SIP,10000,94.5448,105.77,0.5,0.0,2023-05-21,SETTLED,2023-05-21 09:33:00
2104,2104,2245,211,SIP,500,8.9413,55.92,0.03,0.0,2023-08-14,SETTLED,2023-08-14 16:38:00
2105,2105,394,39,SIP,1000,10.5541,94.75,0.05,0.0,2023-08-08,PENDING,2023-08-08 14:58:00
2106,2106,7872,79,PURCHASE,5000,21.2296,235.52,0.25,0.0,2022-12-17,SUCCESS,2022-12-17 11:09:00
2107,2107,4472,99,SIP,3000,87.4126,34.32,0.15,0.0,2022-07-17,SETTLED,2022-07-17 11:10:00
2108,2108,9284,43,SIP,25000,142.0051,176.05,1.25,0.0,2025-12-24,SUCCESS,2025-12-24 15:36:00
2109,2109,3541,166,STP,10000,211.4165,47.3,0.5,100.0,2023-03-05,FAILED,2023-03-05 17:21:00
2110,2110,9825,178,STP,1000,4.6637,214.42,0.05,10.0,2023-02-08,SUCCESS,2023-02-08 17:53:00
2111,2111,3170,79,PURCHASE,10000,42.7954,233.67,0.5,0.0,2025-05-18,SUCCESS,2025-05-18 12:35:00
2112,2112,998,151,REDEMPTION,5000,49.7067,100.59,0.25,50.0,2024-05-07,SETTLED,2024-05-07 14:09:00
2113,2113,9722,214,SIP,1500,33.9905,44.13,0.07,0.0,2025-11-06,SETTLED,2025-11-06 12:52:00
2114,2114,430,2,PURCHASE,500,5.2554,95.14,0.03,0.0,2023-02-03,PENDING,2023-02-03 15:04:00
2115,2115,6379,232,PURCHASE,50000,175.8891,284.27,2.5,0.0,2025-10-19,SUCCESS,2025-10-19 10:35:00
2116,2116,9789,35,SIP,1000,7.0413,142.02,0.05,0.0,2025-05-27,PENDING,2025-05-27 16:05:00
2117,2117,8096,30,SIP,2000,9.2902,215.28,0.1,0.0,2025-12-09,PENDING,2025-12-09 14:12:00
2118,2118,9732,123,SIP,500,1.8529,269.84,0.03,0.0,2022-05-01,FAILED,2022-05-01 10:28:00
2119,2119,834,81,SIP,10000,254.2588,39.33,0.5,0.0,2023-12-08,FAILED,2023-12-08 18:57:00
2120,2120,7705,198,PURCHASE,10000,51.6823,193.49,0.5,0.0,2024-09-06,SETTLED,2024-09-06 09:06:00
2121,2121,7735,172,SIP,10000,36.7363,272.21,0.5,0.0,2024-11-06,PENDING,2024-11-06 16:45:00
2122,2122,4878,200,SWP,50000,3287.311,15.21,2.5,500.0,2024-07-30,SETTLED,2024-07-30 16:31:00
2123,2123,6863,168,PURCHASE,10000,558.6592,17.9,0.5,0.0,2024-05-12,SETTLED,2024-05-12 14:46:00
