investment_id,user_id,fund_id,investment_type,sip_amount,lumpsum_amount,units,purchase_nav,current_nav,current_value,returns_percent,status,created_at
2952,3996,148,SIP,10000.0,,2941.4041,129.19,133.39,392353.89,3.25,CLOSED,2022-09-28 00:00:00
2953,2946,64,SIP,10000.0,,2326.9729,150.41,203.61,473794.95,35.37,ACTIVE,2023-04-21 00:00:00
2954,2259,192,SIP,5000.0,,1244.3117,140.64,113.9,141727.1,-19.01,CLOSED,2024-09-22 00:00:00
2955,98,56,STP,,,98.1536,136.48,113.15,11106.08,-17.09,COMPLETED,2024-03-16 00:00:00
2956,681,102,SIP,2000.0,,190.5942,209.87,214.61,40903.42,2.26,ACTIVE,2024-12-23 00:00:00
2957,7028,69,LUMPSUM,,25000.0,1422.8799,17.57,16.34,23249.86,-7.0,ACTIVE,2022-03-31 00:00:00
2958,2702,16,LUMPSUM,,50000.0,302.6818,165.19,146.34,44294.45,-11.41,ACTIVE,2022-10-05 00:00:00
2959,9967,68,SIP,5000.0,,4837.9294,62.01,84.68,409675.86,36.56,CLOSED,2024-01-30 00:00:00
2960,9789,94,SIP,500.0,,123.3333,150.0,194.19,23950.09,29.46,ACTIVE,2022-03-27 00:00:00
2961,8740,111,SIP,10000.0,,1775.0258,242.25,244.5,433993.81,0.93,PAUSED,2023-08-28 00:00:00
2962,4224,208,SIP,5000.0,,1040.4474,153.78,135.67,141157.5,-11.78,PAUSED,2023-08-09 00:00:00
2963,4675,237,SIP,3000.0,,4299.8897,36.28,41.16,176983.46,13.45,ACTIVE,2025-02-23 00:00:00
2964,8979,153,SIP,5000.0,,1540.9903,97.34,90.22,139028.14,-7.31,CLOSED,2023-11-08 00:00:00
2965,6655,41,LUMPSUM,,100000.0,1995.6097,50.11,54.92,109598.88,9.6,ACTIVE,2024-10-10 00:00:00
2966,5160,180,SIP,500.0,,128.2782,70.16,90.29,11582.24,28.69,COMPLETED,2024-05-10 00:00:00
2967,5073,139,SIP,2000.0,,5956.4719,17.46,18.67,111207.33,6.93,CLOSED,2022-11-12 00:00:00
2968,6654,5,SIP,1500.0,,325.2033,202.95,170.02,55291.07,-16.23,ACTIVE,2024-01-18 00:00:00
2969,1164,96,SWP,,,143.4147,175.01,147.13,21100.6,-15.93,ACTIVE,2025-10-23 00:00:00
2970,6934,128,LUMPSUM,,100000.0,873.6677,114.46,115.39,100812.52,0.81,ACTIVE,2024-06-20 00:00:00
2971,6119,34,SIP,1500.0,,1470.5882,32.64,30.92,45470.59,-5.27,CLOSED,2023-09-22 00:00:00
2972,9293,68,SIP,2000.0,,288.5051,242.63,300.66,86741.94,23.92,ACTIVE,2023-03-14 00:00:00
2973,5241,178,STP,,,134.0471,230.71,265.34,35568.06,15.01,ACTIVE,2024-07-31 00:00:00
2974,9383,239,LUMPSUM,,200000.0,1707.0673,117.16,146.0,249231.83,24.62,CLOSED,2023-09-08 00:00:00
2975,9515,55,SIP,2000.0,,215.2273,223.02,252.51,54347.05,13.22,CLOSED,2023-10-23 00:00:00
2976,4323,161,SIP,2000.0,,647.7883,108.06,148.36,96105.87,37.29,CLOSED,2025-11-07 00:00:00
2977,806,198,SIP,1000.0,,168.9801,248.55,302.35,51091.13,21.65,PAUSED,2022-07-01 00:00:00
2978,4004,220,SIP,5000.0,,1685.6846,38.56,35.14,59234.96,-8.87,PAUSED,2025-05-20 00:00:00
2979,7086,126,SIP,1000.0,,265.3384,214.82,190.37,50512.47,-11.38,CLOSED,2025-05-21 00:00:00
2980,3485,202,SIP,1000.0,,202.8398,147.9,194.69,39490.88,31.64,ACTIVE,2023-06-15 00:00:00
2981,3049,223,SIP,1000.0,,407.8933,90.71,114.1,46540.63,25.79,CLOSED,2024-07-31 00:00:00
2982,9728,168,SIP,1000.0,,431.3626,118.23,159.74,68905.86,35.11,COMPLETED,2025-12-23 00:00:00
2983,3668,185,SIP,1500.0,,240.8564,168.15,139.24,33536.85,-17.19,COMPLETED,2025-11-05 00:00:00
2984,356,148,SIP,5000.0,,1028.1429,248.02,208.13,213987.38,-16.08,COMPLETED,2023-01-22 00:00:00
2985,2871,133,SIP,1000.0,,831.793,64.92,63.5,52818.86,-2.19,COMPLETED,2022-05-25 00:00:00
2986,9964,3,LUMPSUM,,200000.0,2153.3161,92.88,92.2,198535.74,-0.73,PAUSED,2022-06-22 00:00:00
2987,4403,177,SIP,2000.0,,2243.2527,28.53,38.67,86746.58,35.54,ACTIVE,2024-06-12 00:00:00
2988,3306,142,SWP,,,809.2739,44.21,35.47,28704.95,-19.77,COMPLETED,2023-08-06 00:00:00
2989,3498,173,SIP,10000.0,,3001.7597,193.22,269.68,809514.56,39.57,COMPLETED,2022-11-05 00:00:00
2990,8074,116,SIP,1000.0,,922.3919,62.88,53.15,49025.13,-15.47,ACTIVE,2024-11-02 00:00:00
2991,6528,103,STP,,,209.181,186.58,152.43,31885.46,-18.3,COMPLETED,2022-01-08 00:00:00
2992,9151,93,SIP,2000.0,,316.1587,202.43,202.64,64066.4,0.1,PAUSED,2022-12-14 00:00:00
2993,2217,162,SIP,5000.0,,1365.8583,208.66,247.09,337489.93,18.42,ACTIVE,2023-09-02 00:00:00
2994,2168,230,SIP,500.0,,120.8842,173.72,229.51,27744.13,32.11,COMPLETED,2024-01-22 00:00:00
2995,7013,117,SIP,1500.0,,393.2509,148.76,119.22,46883.37,-19.86,ACTIVE,2022-11-24 00:00:00
2996,656,63,LUMPSUM,,50000.0,244.93,204.14,244.44,59870.69,19.74,CLOSED,2024-01-01 00:00:00
2997,4299,243,SIP,500.0,,196.4637,81.44,87.03,17098.24,6.86,CLOSED,2025-05-03 00:00:00
2998,9605,54,SIP,1000.0,,195.5034,245.52,299.38,58529.81,21.94,CLOSED,2025-10-23 00:00:00
2999,9410,215,SIP,1500.0,,112.729,212.9,246.73,27813.63,15.89,CLOSED,2023-06-12 00:00:00
3000,564,151,LUMPSUM,,100000.0,484.825,206.26,166.77,80854.27,-19.15,COMPLETED,2023-08-01 00:00:00
3001,2342,211,SIP,10000.0,,1700.9696,117.58,109.34,185984.02,-7.01,PAUSED,2023-04-01 00:00:00
3002,6243,26,SIP,1000.0,,250.1768,183.87,211.71,52964.93,15.14,ACTIVE,2025-08-26 00:00:00
3003,1710,85,SIP,3000.0,,166.5243,234.2,219.4,36535.43,-6.32,ACTIVE,2022-01-09 00:00:00
3004,2990,176,SIP,5000.0,,613.5996,179.27,242.29,148669.05,35.15,COMPLETED,2022-10-09 00:00:00
3005,9693,249,SIP,1500.0,,330.9572,235.68,230.99,76447.8,-1.99,PAUSED,2022-11-27 00:00:00
3006,6516,184,SIP,3000.0,,739.1645,178.58,149.74,110682.49,-16.15,COMPLETED,2024-10-23 00:00:00
3007,2110,53,SIP,5000.0,,1151.2699,143.32,156.2,179828.36,8.99,PAUSED,2025-09-08 00:00:00
3008,1105,100,SIP,2000.0,,268.2763,178.92,249.14,66838.36,39.25,PAUSED,2025-11-30 00:00:00
3009,9430,165,SIP,1500.0,,600.6246,124.87,173.29,104082.24,38.78,PAUSED,2025-01-03 00:00:00
3010,6413,7,LUMPSUM,,100000.0,734.7539,136.1,164.96,121205.0,21.2,PAUSED,2025-06-30 00:00:00
3011,9296,199,LUMPSUM,,50000.0,224.5778,222.64,250.46,56247.76,12.5,CLOSED,2022-01-08 00:00:00
3012,2526,52,SIP,500.0,,891.8618,26.91,30.3,27023.41,12.6,CLOSED,2022-10-16 00:00:00
3013,1371,99,SIP,500.0,,418.3007,38.25,38.0,15895.43,-0.65,CLOSED,2024-07-09 00:00:00
3014,4552,85,SIP,3000.0,,757.7352,237.55,236.0,178825.51,-0.65,CLOSED,2024-01-05 00:00:00
3015,5769,26,SWP,,,504.8873,55.45,60.01,30298.29,8.22,ACTIVE,2022-01-12 00:00:00
3016,857,99,SIP,1500.0,,491.1234,137.44,176.69,86776.59,28.56,PAUSED,2022-09-29 00:00:00
3017,942,92,SIP,2000.0,,428.8778,97.93,97.45,41794.14,-0.49,PAUSED,2022-12-25 00:00:00
3018,4957,67,SIP,3000.0,,586.8927,153.35,166.14,97506.35,8.34,COMPLETED,2022-01-11 00:00:00
3019,3305,52,SIP,3000.0,,312.5501,249.56,202.19,63194.5,-18.98,CLOSED,2023-10-14 00:00:00
3020,687,187,SIP,500.0,,29.1412,240.21,251.0,7314.44,4.49,PAUSED,2025-06-28 00:00:00
3021,4388,40,STP,,,157.669,135.48,141.81,22359.04,4.67,PAUSED,2022-04-03 00:00:00
3022,795,139,SIP,3000.0,,1289.2709,67.48,93.79,120920.72,38.99,COMPLETED,2022-05-22 00:00:00
3023,4410,172,SIP,3000.0,,765.3452,195.99,231.81,177414.67,18.28,CLOSED,2024-09-01 00:00:00
3024,9435,225,SIP,10000.0,,5942.597,79.09,110.25,655171.32,39.4,ACTIVE,2023-07-05 00:00:00
3025,3437,93,SIP,1500.0,,151.3404,138.76,135.89,20565.65,-2.07,COMPLETED,2024-08-08 00:00:00
3026,5799,193,LUMPSUM,,200000.0,2344.6659,85.3,94.31,221125.44,10.56,PAUSED,2022-01-30 00:00:00
3027,8164,164,SIP,1000.0,,220.4998,149.66,180.5,39800.21,20.61,ACTIVE,2025-04-12 00:00:00
3028,2300,169,SWP,,,1733.0931,15.26,18.77,32530.16,23.0,COMPLETED,2023-07-08 00:00:00
3029,726,206,SIP,500.0,,305.6858,98.14,109.75,33549.02,11.83,PAUSED,2022-10-14 00:00:00
3030,8530,72,SIP,10000.0,,16204.9137,19.13,17.5,283585.99,-8.52,ACTIVE,2022-11-11 00:00:00
3031,3726,25,SIP,2000.0,,537.1635,171.27,185.43,99606.23,8.27,CLOSED,2024-06-13 00:00:00
3032,5941,157,SIP,500.0,,115.2278,169.23,142.16,16380.78,-16.0,COMPLETED,2023-07-02 00:00:00
3033,3301,1,SIP,10000.0,,1728.6085,185.12,241.3,417113.23,30.35,CLOSED,2025-08-06 00:00:00
3034,8427,207,STP,,,652.3678,39.91,41.99,27392.92,5.21,COMPLETED,2025-08-17 00:00:00
3035,2758,249,LUMPSUM,,25000.0,132.8727,188.15,191.23,25409.25,1.64,CLOSED,2025-01-28 00:00:00
3036,4587,43,SIP,10000.0,,1954.1937,127.93,173.58,339208.94,35.68,CLOSED,2022-07-22 00:00:00
3037,3154,180,SIP,2000.0,,1871.1019,57.72,66.62,124652.81,15.42,ACTIVE,2025-08-08 00:00:00
3038,6088,24,SWP,,,114.1474,139.46,186.33,21269.09,33.61,COMPLETED,2024-08-17 00:00:00
3039,4832,200,SIP,2000.0,,460.4758,208.48,269.57,124130.46,29.3,CLOSED,2023-10-02 00:00:00
3040,8991,152,LUMPSUM,,200000.0,858.2218,233.04,219.37,188268.12,-5.87,COMPLETED,2024-07-31 00:00:00
3041,3606,168,SIP,2000.0,,160.6922,161.8,221.26,35554.76,36.75,COMPLETED,2022-11-07 00:00:00
3042,3736,121,SIP,3000.0,,6360.424,28.3,34.67,220515.9,22.51,PAUSED,2024-05-27 00:00:00
3043,4469,224,LUMPSUM,,200000.0,7125.0445,28.07,37.42,266619.17,33.31,CLOSED,2023-07-29 00:00:00
3044,7318,149,SIP,1500.0,,1804.3685,31.59,40.27,72661.92,27.48,PAUSED,2024-10-13 00:00:00
3045,5143,52,SIP,500.0,,92.9744,247.38,328.3,30523.5,32.71,ACTIVE,2025-01-12 00:00:00
3046,7413,192,SIP,3000.0,,3139.3067,30.58,35.16,110378.02,14.98,ACTIVE,2024-10-08 00:00:00
3047,9140,149,SIP,3000.0,,631.3745,247.08,310.64,196130.17,25.72,COMPLETED,2024-03-10 00:00:00
3048,6636,212,SIP,3000.0,,1481.674,76.94,85.18,126208.99,10.71,ACTIVE,2023-02-25 00:00:00
3049,2549,246,SIP,2000.0,,901.8128,108.67,96.78,87277.44,-10.94,ACTIVE,2024-03-28 00:00:00
3050,2956,30,STP,,,159.5225,199.79,232.07,37020.39,16.16,ACTIVE,2022-06-30 00:00:00
3051,2535,238,SIP,10000.0,,3735.0247,141.9,168.31,628642.01,18.61,COMPLETED,2022-07-21 00:00:00
3052,436,167,LUMPSUM,,25000.0,108.639,230.12,237.67,25820.23,3.28,ACTIVE,2025-05-05 00:00:00
3053,1941,13,SIP,1000.0,,736.0673,66.57,84.38,62109.36,26.75,COMPLETED,2025-02-10 00:00:00
3054,6351,142,SIP,1000.0,,650.6951,67.62,90.83,59102.64,34.32,CLOSED,2025-09-19 00:00:00
3055,4978,156,STP,,,132.6984,231.51,218.91,29049.01,-5.44,CLOSED,2022-04-01 00:00:00
3056,8042,84,SIP,3000.0,,1550.3876,112.23,124.7,193333.33,11.11,COMPLETED,2023-04-07 00:00:00
3057,5544,91,SIP,500.0,,145.2558,203.09,216.36,31427.54,6.53,COMPLETED,2022-07-27 00:00:00
3058,3573,26,SIP,1500.0,,293.4882,163.55,197.7,58022.62,20.88,ACTIVE,2024-06-20 00:00:00
3059,5857,33,SIP,3000.0,,1388.9979,127.43,148.09,205696.7,16.21,PAUSED,2023-04-01 00:00:00
3060,4591,68,SIP,1500.0,,109.8722,245.74,275.83,30306.05,12.24,PAUSED,2022-06-06 00:00:00
3061,1047,79,LUMPSUM,,25000.0,148.7387,168.08,205.21,30522.67,22.09,COMPLETED,2022-11-09 00:00:00
3062,5288,218,SIP,2000.0,,454.2229,140.9,150.25,68246.99,6.64,CLOSED,2025-07-09 00:00:00
3063,8747,155,SIP,500.0,,131.6222,151.95,161.48,21254.35,6.27,CLOSED,2025-06-19 00:00:00
3064,8811,14,LUMPSUM,,50000.0,718.9073,69.55,96.27,69209.21,38.42,PAUSED,2025-07-09 00:00:00
3065,5852,110,SIP,1500.0,,402.4325,111.82,121.19,48770.79,8.38,COMPLETED,2022-02-20 00:00:00
3066,6935,186,LUMPSUM,,100000.0,484.5431,206.38,173.33,83985.86,-16.01,COMPLETED,2023-03-23 00:00:00
3067,5232,123,SIP,2000.0,,283.7515,133.92,123.87,35148.3,-7.5,CLOSED,2023-12-29 00:00:00
3068,5998,116,LUMPSUM,,50000.0,319.8362,156.33,191.03,61098.31,22.2,CLOSED,2022-10-29 00:00:00
3069,3827,27,SIP,3000.0,,213.3062,196.9,182.14,38851.59,-7.5,ACTIVE,2022-10-07 00:00:00
3070,5431,144,SIP,5000.0,,762.2845,170.54,202.18,154118.68,18.55,COMPLETED,2023-04-10 00:00:00
3071,4917,24,SIP,5000.0,,2533.6192,102.62,115.96,293798.48,13.0,COMPLETED,2023-06-05 00:00:00
3072,9554,111,LUMPSUM,,25000.0,105.272,237.48,319.7,33655.46,34.62,PAUSED,2023-09-07 00:00:00
3073,6297,217,SIP,1500.0,,479.5036,106.36,131.49,63049.93,23.63,PAUSED,2025-07-18 00:00:00
3074,8926,73,SIP,5000.0,,1969.7204,129.46,161.1,317321.96,24.44,CLOSED,2022-08-24 00:00:00
3075,1043,114,SIP,500.0,,33.6346,237.85,318.37,10708.25,33.85,ACTIVE,2024-11-17 00:00:00
3076,6628,145,SIP,5000.0,,426.4999,211.02,205.11,87479.39,-2.8,PAUSED,2023-04-12 00:00:00
3077,4481,171,SIP,5000.0,,625.0,224.0,273.98,171237.5,22.31,COMPLETED,2025-02-25 00:00:00
3078,7977,208,SIP,500.0,,154.2964,187.95,164.85,25435.76,-12.29,CLOSED,2022-09-14 00:00:00
3079,4729,171,SIP,1000.0,,53.4517,243.21,307.03,16411.28,26.24,CLOSED,2022-11-07 00:00:00
3080,5700,249,STP,,,2202.5968,21.95,27.12,59734.43,23.55,COMPLETED,2024-02-27 00:00:00
3081,1910,143,LUMPSUM,,200000.0,1930.1293,103.62,111.48,215170.81,7.59,CLOSED,2025-05-13 00:00:00
3082,6808,106,SIP,500.0,,1921.8241,15.35,21.47,41261.56,39.87,COMPLETED,2024-03-18 00:00:00
3083,4553,45,LUMPSUM,,25000.0,536.5958,46.59,61.01,32737.71,30.95,COMPLETED,2022-09-20 00:00:00
3084,3608,69,SIP,3000.0,,3085.1501,24.31,32.57,100483.34,33.98,CLOSED,2024-06-15 00:00:00
3085,9073,57,LUMPSUM,,200000.0,2017.1457,99.15,123.36,248835.09,24.42,CLOSED,2022-07-12 00:00:00
3086,7412,158,SIP,1000.0,,225.0882,164.38,158.73,35728.25,-3.44,PAUSED,2022-09-04 00:00:00
3087,4814,7,SIP,1000.0,,220.234,72.65,95.54,21041.16,31.51,PAUSED,2024-07-26 00:00:00
3088,6480,233,SIP,1500.0,,469.4346,47.93,61.61,28921.87,28.54,CLOSED,2022-08-14 00:00:00
3089,4036,126,LUMPSUM,,200000.0,3017.9568,66.27,75.59,228127.35,14.06,CLOSED,2024-01-01 00:00:00
3090,5487,92,SIP,1000.0,,242.0575,165.25,180.38,43662.33,9.16,PAUSED,2024-02-09 00:00:00
3091,1519,77,SIP,500.0,,356.9259,65.84,86.58,30902.64,31.5,ACTIVE,2023-10-25 00:00:00
3092,2932,191,LUMPSUM,,100000.0,3341.1293,29.93,36.91,123321.08,23.32,PAUSED,2023-03-03 00:00:00
3093,4728,237,SIP,3000.0,,1267.9162,108.84,96.26,122049.61,-11.56,COMPLETED,2025-01-02 00:00:00
3094,9383,1,SIP,10000.0,,3906.25,71.68,67.38,263203.12,-6.0,PAUSED,2024-01-10 00:00:00
3095,6193,188,LUMPSUM,,25000.0,243.0961,102.84,112.03,27234.06,8.94,COMPLETED,2025-04-03 00:00:00
3096,2439,92,SIP,1500.0,,377.6858,178.72,206.07,77829.71,15.3,CLOSED,2024-11-24 00:00:00
3097,9661,211,SIP,500.0,,322.65,46.49,56.39,18194.23,21.29,PAUSED,2022-01-29 00:00:00
3098,4677,63,SIP,5000.0,,1022.7563,117.33,100.53,102817.69,-14.32,PAUSED,2022-04-17 00:00:00
3099,8226,14,SIP,5000.0,,755.3293,178.73,194.5,146911.55,8.82,PAUSED,2022-06-25 00:00:00
3100,3378,150,SIP,500.0,,82.8025,235.5,223.75,18527.06,-4.99,CLOSED,2024-09-12 00:00:00
3101,2799,162,SIP,10000.0,,8662.6963,18.47,23.62,204612.89,27.88,CLOSED,2025-01-28 00:00:00
3102,1595,12,SIP,2000.0,,379.7856,163.25,161.95,61506.28,-0.8,PAUSED,2022-09-21 00:00:00
3103,7441,215,SIP,5000.0,,730.384,143.76,187.28,136786.32,30.27,COMPLETED,2024-05-26 00:00:00
3104,4005,237,LUMPSUM,,25000.0,243.9262,102.49,98.18,23948.67,-4.21,COMPLETED,2025-12-18 00:00:00
3105,201,104,SIP,1000.0,,722.7332,60.88,55.46,40082.78,-8.9,PAUSED,2024-06-03 00:00:00
3106,5491,233,SIP,5000.0,,1199.433,91.71,119.09,142840.48,29.85,ACTIVE,2023-08-14 00:00:00
3107,1571,75,LUMPSUM,,25000.0,227.5416,109.87,119.56,27204.87,8.82,PAUSED,2022-07-31 00:00:00
3108,1236,66,SIP,3000.0,,749.4936,148.1,120.18,90074.14,-18.85,COMPLETED,2024-05-19 00:00:00
3109,3372,218,LUMPSUM,,50000.0,1104.9724,45.25,59.36,65591.16,31.18,ACTIVE,2023-07-24 00:00:00
3110,517,82,SIP,3000.0,,985.3295,45.67,54.75,53946.79,19.88,CLOSED,2024-02-02 00:00:00
3111,2292,168,SIP,5000.0,,423.9534,188.7,236.73,100362.49,25.45,COMPLETED,2022-08-22 00:00:00
3112,4195,137,SIP,1000.0,,352.5577,150.33,137.62,48518.99,-8.45,PAUSED,2022-12-23 00:00:00
3113,2975,133,SIP,500.0,,143.4224,202.2,180.97,25955.15,-10.5,PAUSED,2025-05-09 00:00:00
3114,5498,214,LUMPSUM,,100000.0,1071.5817,93.32,86.78,92991.86,-7.01,CLOSED,2023-01-16 00:00:00
3115,4890,198,LUMPSUM,,200000.0,1729.6549,115.63,92.85,160598.46,-19.7,CLOSED,2023-06-25 00:00:00
3116,7036,50,SIP,5000.0,,6112.909,27.81,35.77,218658.75,28.62,CLOSED,2023-05-22 00:00:00
3117,7436,163,SIP,5000.0,,636.9427,227.65,294.25,187420.39,29.26,PAUSED,2025-09-17 00:00:00
3118,2906,160,SIP,1000.0,,172.2217,98.71,128.41,22114.99,30.09,COMPLETED,2023-11-17 00:00:00
3119,6286,246,SIP,10000.0,,3113.5924,93.14,121.85,379391.23,30.82,CLOSED,2024-09-26 00:00:00
3120,2584,95,LUMPSUM,,25000.0,155.6663,160.6,168.62,26248.45,4.99,ACTIVE,2023-09-07 00:00:00
3121,4368,122,LUMPSUM,,100000.0,1503.5333,66.51,69.34,104255.0,4.25,PAUSED,2025-04-06 00:00:00
3122,2610,74,LUMPSUM,,100000.0,430.8673,232.09,240.51,103627.89,3.63,COMPLETED,2023-10-13 00:00:00
3123,5539,54,SIP,5000.0,,564.9398,177.01,239.95,135557.31,35.56,PAUSED,2025-07-22 00:00:00
3124,4094,40,SIP,5000.0,,1273.2564,192.42,198.76,253072.44,3.29,PAUSED,2022-11-05 00:00:00
3125,1692,87,SIP,1000.0,,338.1234,165.62,218.29,73808.96,31.8,COMPLETED,2024-05-06 00:00:00
3126,8963,239,SIP,1500.0,,877.7333,64.94,77.64,68147.21,19.56,PAUSED,2025-01-28 00:00:00
3127,8196,192,SIP,5000.0,,596.9357,150.77,157.97,94297.93,4.78,COMPLETED,2024-03-16 00:00:00
3128,4851,145,SIP,5000.0,,4252.3033,70.55,82.19,349496.81,16.5,ACTIVE,2025-01-23 00:00:00
3129,6804,25,SIP,1000.0,,103.8362,173.35,190.69,19800.52,10.0,COMPLETED,2024-03-17 00:00:00
3130,7568,23,SIP,500.0,,75.861,131.82,121.92,9248.97,-7.51,ACTIVE,2024-02-17 00:00:00
3131,7726,177,SIP,10000.0,,1474.1765,196.72,268.68,396081.74,36.58,CLOSED,2025-01-03 00:00:00
3132,7897,246,SIP,5000.0,,9235.5054,19.49,26.07,240769.63,33.76,COMPLETED,2023-07-18 00:00:00
3133,1931,34,SWP,,,93.3369,245.08,254.62,23765.44,3.89,PAUSED,2025-04-27 00:00:00
3134,7243,102,SIP,5000.0,,3050.2988,80.32,71.2,217181.27,-11.35,COMPLETED,2025-07-20 00:00:00
3135,6367,216,LUMPSUM,,100000.0,522.466,191.4,176.68,92309.29,-7.69,ACTIVE,2023-01-27 00:00:00
3136,7537,36,LUMPSUM,,100000.0,5659.3096,17.67,18.33,103735.14,3.74,PAUSED,2025-03-18 00:00:00
3137,8285,217,SIP,5000.0,,6861.0635,40.81,48.37,331869.64,18.52,PAUSED,2024-02-24 00:00:00
3138,9293,118,SIP,2000.0,,627.5805,121.1,145.72,91451.03,20.33,COMPLETED,2025-10-28 00:00:00
3139,3580,85,SIP,500.0,,396.1268,22.72,31.21,12363.12,37.37,PAUSED,2022-12-14 00:00:00
3140,9359,8,SIP,10000.0,,1577.5445,183.83,209.68,330779.53,14.06,ACTIVE,2025-04-13 00:00:00
3141,1333,50,SIP,1500.0,,332.7445,243.43,226.21,75270.13,-7.07,CLOSED,2024-05-08 00:00:00
3142,3361,245,SIP,3000.0,,713.8608,201.72,195.44,139516.95,-3.11,PAUSED,2025-01-22 00:00:00
3143,1452,187,SIP,500.0,,57.2685,218.27,239.26,13702.06,9.62,ACTIVE,2022-03-19 00:00:00
3144,4114,233,SIP,500.0,,224.544,109.11,151.14,33937.58,38.52,ACTIVE,2025-09-02 00:00:00
3145,409,13,LUMPSUM,,50000.0,222.2222,225.0,185.22,41160.0,-17.68,CLOSED,2024-12-20 00:00:00
3146,6833,238,SIP,3000.0,,192.1383,249.82,311.97,59941.39,24.88,ACTIVE,2025-06-25 00:00:00
3147,4038,75,SIP,10000.0,,3012.0482,195.88,187.0,563253.01,-4.53,PAUSED,2023-11-06 00:00:00
3148,9069,67,LUMPSUM,,25000.0,389.1656,64.24,59.0,22960.77,-8.16,ACTIVE,2024-05-21 00:00:00
3149,7833,145,SWP,,,1297.234,37.6,48.97,63525.55,30.24,COMPLETED,2022-07-24 00:00:00
3150,8906,98,SIP,1500.0,,420.021,199.99,171.86,72184.81,-14.07,CLOSED,2022-06-26 00:00:00
3151,1901,53,LUMPSUM,,25000.0,164.4737,152.0,149.82,24641.45,-1.43,COMPLETED,2022-02-03 00:00:00
3152,4972,232,SIP,10000.0,,28107.4329,16.01,22.13,622017.49,38.23,ACTIVE,2025-02-11 00:00:00
3153,4741,24,SIP,10000.0,,2207.9772,140.4,184.02,406311.96,31.07,COMPLETED,2023-10-12 00:00:00
3154,7940,240,SIP,10000.0,,1670.808,233.42,216.58,361863.6,-7.21,PAUSED,2024-09-02 00:00:00
3155,8043,98,SIP,2000.0,,1591.3323,59.07,49.8,79248.35,-15.69,ACTIVE,2022-06-13 00:00:00
3156,8181,78,SIP,500.0,,141.5595,169.54,174.18,24656.83,2.74,COMPLETED,2023-08-10 00:00:00
3157,4088,165,SIP,1500.0,,1046.1275,81.73,67.73,70854.22,-17.13,ACTIVE,2023-05-02 00:00:00
3158,5498,56,SIP,2000.0,,695.6522,155.25,164.57,114483.48,6.0,CLOSED,2023-01-15 00:00:00
3159,1089,105,SIP,10000.0,,3335.7657,95.93,86.37,288110.08,-9.97,CLOSED,2022-12-26 00:00:00
3160,5110,229,SIP,1000.0,,354.1985,163.75,158.8,56246.72,-3.02,CLOSED,2022-05-14 00:00:00
3161,9565,139,SIP,3000.0,,1277.5551,79.84,89.06,113779.06,11.55,CLOSED,2024-05-22 00:00:00
3162,9905,73,SIP,3000.0,,1569.2722,66.91,55.87,87675.24,-16.5,PAUSED,2022-08-06 00:00:00
3163,7090,116,SIP,5000.0,,759.2191,230.5,213.2,161865.51,-7.51,PAUSED,2024-10-30 00:00:00
3164,2387,219,SWP,,,331.2531,120.34,148.58,49217.59,23.47,CLOSED,2022-11-16 00:00:00
3165,6623,35,LUMPSUM,,100000.0,907.441,110.2,89.87,81551.72,-18.45,ACTIVE,2024-02-23 00:00:00
3166,7806,6,SIP,500.0,,172.4138,84.1,117.69,20291.38,39.94,COMPLETED,2022-08-16 00:00:00
3167,84,210,SIP,5000.0,,479.9866,239.59,252.19,121047.82,5.26,ACTIVE,2023-06-18 00:00:00
3168,8388,114,LUMPSUM,,25000.0,113.0812,221.08,177.32,20051.56,-19.79,CLOSED,2025-07-30 00:00:00
3169,6704,139,SIP,5000.0,,3801.7995,78.91,109.15,414966.42,38.32,CLOSED,2022-07-25 00:00:00
3170,2222,138,SIP,2000.0,,1046.9314,110.8,101.42,106179.78,-8.47,ACTIVE,2022-08-16 00:00:00
3171,5754,223,LUMPSUM,,50000.0,1043.8413,47.9,42.42,44279.75,-11.44,COMPLETED,2022-10-31 00:00:00
3172,2868,143,SIP,500.0,,74.4839,140.97,152.62,11367.73,8.26,COMPLETED,2024-12-13 00:00:00
3173,5865,156,SIP,1500.0,,932.9187,22.51,21.69,20235.01,-3.64,PAUSED,2025-02-09 00:00:00
3174,7412,155,LUMPSUM,,50000.0,487.0446,102.66,130.28,63452.17,26.9,ACTIVE,2025-12-13 00:00:00
3175,4035,89,SIP,10000.0,,1113.9476,215.45,272.45,303495.02,26.46,CLOSED,2023-10-15 00:00:00
3176,2386,43,LUMPSUM,,50000.0,215.4894,232.03,186.69,40229.72,-19.54,PAUSED,2024-06-13 00:00:00
3177,1928,164,LUMPSUM,,100000.0,417.049,239.78,271.89,113391.45,13.39,CLOSED,2022-03-25 00:00:00
3178,8589,62,SIP,3000.0,,4884.4538,19.04,16.06,78444.33,-15.65,PAUSED,2022-07-29 00:00:00
3179,5398,63,SIP,3000.0,,1930.5019,93.24,117.06,225984.55,25.55,ACTIVE,2024-11-11 00:00:00
3180,4304,74,SIP,2000.0,,512.391,202.97,197.43,101161.36,-2.73,ACTIVE,2022-09-21 00:00:00
3181,2872,22,SIP,5000.0,,446.6433,145.53,169.71,75799.83,16.62,COMPLETED,2024-02-29 00:00:00
3182,5642,128,SWP,,,79.4564,146.42,179.54,14265.6,22.62,COMPLETED,2025-10-11 00:00:00
